,Weekend - Level 2 - Diversified (Median) of 100 EVs
1382,0.8243199999999999
1383,0.8243199999999999
1384,0.8243199999999999
1385,0.8243199999999999
1386,0.8243199999999999
1387,0.8243199999999999
1388,0.8243199999999999
1389,0.8243199999999999
1390,0.8243199999999999
1391,0.8243199999999999
1392,0.7728
1393,0.7728
1394,0.7728
1395,0.7728
1396,0.7728
1397,0.7728
1398,0.7728
1399,0.7728
1400,0.7728
1401,0.8243199999999999
1402,0.8243199999999999
1403,0.7985599999999999
1404,0.7728
1405,0.7728
1406,0.8243199999999999
1407,0.8243199999999999
1408,0.8243199999999999
1409,0.8243199999999999
1410,0.8243199999999999
1411,0.7728
1412,0.7728
1413,0.7728
1414,0.7728
1415,0.7728
1416,0.7728
1417,0.7728
1418,0.7728
1419,0.7728
1420,0.7728
1421,0.7728
1422,0.7728
1423,0.7728
1424,0.7728
1425,0.7470399999999999
1426,0.7470399999999999
1427,0.7470399999999999
1428,0.7728
1429,0.7728
1430,0.7728
1431,0.7728
1432,0.7728
1433,0.7728
1434,0.7728
1435,0.7728
1436,0.7728
1437,0.7728
1438,0.7728
1439,0.7728
