,"Weekday - Level 2 - Diversified (Average) of 1,200 EVs"
1164,1.3953333333333295
1165,1.3996266666666628
1166,1.4039199999999963
1167,1.3953333333333295
1168,1.412506666666663
1169,1.4253866666666635
1170,1.4296799999999967
1171,1.4339733333333302
1172,1.4382666666666637
1173,1.4253866666666635
1174,1.4382666666666637
1175,1.4425599999999972
1176,1.4382666666666637
1177,1.4382666666666637
1178,1.4554399999999972
1179,1.4511466666666637
1180,1.4511466666666637
1181,1.4425599999999972
1182,1.4339733333333302
1183,1.4253866666666635
1184,1.42109333333333
1185,1.4296799999999967
1186,1.4339733333333302
1187,1.4468533333333307
1188,1.4382666666666637
1189,1.4425599999999972
1190,1.4296799999999967
1191,1.4339733333333302
1192,1.4339733333333302
1193,1.4468533333333307
1194,1.4597333333333307
1195,1.4726133333333309
1196,1.4597333333333307
1197,1.4597333333333307
1198,1.4554399999999972
1199,1.4468533333333307
1200,1.4382666666666637
1201,1.4511466666666637
1202,1.4554399999999972
1203,1.4683199999999974
1204,1.4726133333333309
1205,1.4811999999999979
1206,1.4683199999999974
1207,1.4597333333333307
1208,1.4597333333333307
1209,1.4425599999999972
1210,1.4425599999999972
1211,1.4382666666666637
1212,1.4468533333333307
1213,1.4468533333333307
1214,1.4511466666666637
1215,1.4597333333333307
1216,1.4726133333333309
1217,1.4640266666666641
1218,1.4726133333333309
1219,1.4726133333333309
1220,1.4683199999999974
1221,1.485493333333331
1222,1.485493333333331
1223,1.485493333333331
1224,1.4897866666666644
1225,1.4940799999999979
1226,1.4897866666666644
1227,1.485493333333331
1228,1.4726133333333309
1229,1.4726133333333309
1230,1.4683199999999974
1231,1.4640266666666641
1232,1.4554399999999972
1233,1.4511466666666637
1234,1.4511466666666637
1235,1.4597333333333307
1236,1.4640266666666641
1237,1.4640266666666641
1238,1.4597333333333307
1239,1.4597333333333307
1240,1.4597333333333307
1241,1.4597333333333307
1242,1.4640266666666641
1243,1.4597333333333307
1244,1.4382666666666637
1245,1.4339733333333302
1246,1.4339733333333302
1247,1.4296799999999967
1248,1.4339733333333302
1249,1.4425599999999972
1250,1.4425599999999972
1251,1.4511466666666637
1252,1.4511466666666637
1253,1.4511466666666637
1254,1.4511466666666637
1255,1.4597333333333307
1256,1.4726133333333309
1257,1.4726133333333309
