,Weekday - Level 1 - Diversified (75th percentile) of 100 EVs
795,0.23184000000000002
796,0.23828
797,0.23184000000000002
798,0.23184000000000002
799,0.23184000000000002
800,0.23184000000000002
801,0.23184000000000002
802,0.23184000000000002
803,0.23184000000000002
804,0.23184000000000002
805,0.23184000000000002
806,0.23184000000000002
807,0.23184000000000002
808,0.23184000000000002
809,0.23184000000000002
810,0.23184000000000002
811,0.23184000000000002
812,0.21252
813,0.20607999999999999
814,0.20607999999999999
815,0.20607999999999999
816,0.20607999999999999
817,0.20607999999999999
818,0.20607999999999999
819,0.20607999999999999
820,0.20607999999999999
821,0.23184000000000002
822,0.23184000000000002
823,0.23184000000000002
824,0.23184000000000002
825,0.23184000000000002
826,0.23184000000000002
827,0.23184000000000002
828,0.23184000000000002
829,0.23184000000000002
830,0.23184000000000002
831,0.23184000000000002
832,0.23184000000000002
833,0.23184000000000002
834,0.23184000000000002
835,0.23184000000000002
836,0.23828
837,0.23184000000000002
838,0.23184000000000002
839,0.23184000000000002
840,0.23184000000000002
841,0.23184000000000002
842,0.23828
843,0.2576
844,0.2576
845,0.2576
846,0.2576
847,0.2576
848,0.2576
849,0.2576
850,0.2576
851,0.2576
852,0.2576
853,0.2576
854,0.2576
855,0.2576
856,0.2576
857,0.2576
858,0.2576
859,0.2576
860,0.2576
861,0.2576
862,0.2576
863,0.2576
864,0.2576
865,0.2576
866,0.2576
867,0.2576
868,0.2576
869,0.2576
870,0.2576
871,0.2576
872,0.2576
873,0.2576
874,0.2576
875,0.2576
876,0.2576
877,0.2576
878,0.2576
879,0.2576
880,0.2576
881,0.2576
882,0.2576
883,0.2576
884,0.2576
885,0.2576
886,0.2576
887,0.2576
888,0.2576
889,0.2576
890,0.23828
891,0.2576
892,0.2576
893,0.2576
894,0.2576
895,0.2576
896,0.2576
897,0.2576
898,0.2576
899,0.2576
900,0.2576
901,0.2576
902,0.2576
903,0.2576
904,0.2576
905,0.2576
906,0.2576
907,0.2576
908,0.28336
909,0.2576
910,0.2576
911,0.26404
912,0.26404
913,0.2576
914,0.2576
915,0.2576
916,0.2576
917,0.2576
918,0.2576
919,0.2576
920,0.2576
921,0.2576
922,0.2576
923,0.2576
924,0.2576
925,0.2576
926,0.2576
927,0.2576
928,0.2576
929,0.2576
930,0.28336
931,0.28336
932,0.28336
933,0.28336
934,0.28336
935,0.28336
936,0.2898
937,0.30912
938,0.30912
939,0.30912
940,0.30912
941,0.30912
942,0.30912
943,0.30912
944,0.30912
945,0.30912
946,0.31556
947,0.33488
948,0.31556
949,0.31556
950,0.33488
951,0.33488
952,0.33488
953,0.34131999999999996
954,0.36063999999999996
955,0.36063999999999996
956,0.36063999999999996
957,0.36063999999999996
958,0.36063999999999996
959,0.36063999999999996
960,0.3864
961,0.3864
962,0.3864
963,0.3864
964,0.3864
965,0.3864
966,0.3864
967,0.3864
968,0.3864
969,0.3864
970,0.3864
971,0.3864
972,0.3864
973,0.3864
974,0.3864
975,0.3864
976,0.3864
977,0.3864
978,0.3864
979,0.3864
980,0.39283999999999997
981,0.39283999999999997
982,0.3864
983,0.41215999999999997
984,0.41215999999999997
985,0.41215999999999997
986,0.41215999999999997
987,0.41215999999999997
988,0.41215999999999997
989,0.41215999999999997
990,0.41215999999999997
991,0.41215999999999997
992,0.41215999999999997
993,0.41215999999999997
994,0.43792
995,0.43792
996,0.41859999999999997
997,0.41859999999999997
998,0.43792
999,0.43792
1000,0.43792
1001,0.43792
1002,0.43792
1003,0.43792
1004,0.43792
1005,0.43792
1006,0.43792
1007,0.43792
1008,0.43792
1009,0.43792
1010,0.44436
1011,0.46368000000000004
1012,0.46368000000000004
1013,0.46368000000000004
1014,0.4894400000000001
1015,0.4894400000000001
1016,0.4894400000000001
1017,0.4894400000000001
1018,0.5152000000000001
1019,0.4958800000000001
1020,0.4958800000000001
1021,0.4894400000000001
1022,0.4894400000000001
1023,0.4894400000000001
1024,0.4894400000000001
1025,0.5152000000000001
1026,0.4958800000000001
1027,0.4958800000000001
1028,0.5152000000000001
1029,0.5152000000000001
1030,0.5152000000000001
1031,0.5152000000000001
1032,0.5152000000000001
1033,0.5152000000000001
1034,0.5152000000000001
1035,0.5216400000000001
1036,0.5216400000000001
1037,0.5409600000000001
1038,0.5409600000000001
1039,0.5409600000000001
1040,0.5667200000000002
1041,0.5474000000000001
1042,0.5667200000000002
1043,0.5667200000000002
1044,0.5667200000000002
1045,0.5667200000000002
1046,0.5667200000000002
1047,0.5731600000000003
1048,0.5924800000000003
1049,0.5924800000000003
1050,0.5924800000000003
1051,0.5989200000000003
1052,0.6182400000000003
1053,0.6182400000000003
1054,0.6182400000000003
1055,0.6182400000000003
1056,0.6246800000000003
1057,0.6440000000000003
1058,0.6440000000000003
1059,0.6440000000000003
1060,0.6440000000000003
1061,0.6440000000000003
1062,0.6504400000000004
1063,0.6504400000000004
1064,0.6697600000000005
1065,0.6697600000000005
1066,0.6697600000000005
1067,0.6697600000000005
1068,0.6697600000000005
1069,0.6697600000000005
1070,0.6697600000000005
1071,0.6697600000000005
1072,0.6697600000000005
1073,0.6697600000000005
1074,0.6697600000000005
1075,0.6697600000000005
1076,0.6697600000000005
1077,0.6504400000000004
1078,0.6504400000000004
1079,0.6697600000000005
1080,0.6697600000000005
1081,0.6955200000000005
1082,0.6697600000000005
1083,0.6697600000000005
1084,0.6762000000000005
1085,0.6955200000000005
1086,0.6955200000000005
1087,0.6955200000000005
1088,0.6955200000000005
1089,0.6955200000000005
1090,0.6955200000000005
1091,0.6955200000000005
1092,0.6955200000000005
1093,0.6955200000000005
1094,0.6955200000000005
1095,0.6955200000000005
1096,0.7019600000000005
1097,0.6955200000000005
1098,0.6955200000000005
1099,0.6955200000000005
1100,0.6955200000000005
1101,0.7019600000000005
1102,0.7212800000000006
1103,0.7212800000000006
1104,0.7212800000000006
1105,0.7212800000000006
1106,0.7470400000000005
1107,0.7277200000000006
1108,0.7212800000000006
1109,0.7212800000000006
1110,0.7212800000000006
1111,0.7212800000000006
1112,0.7277200000000006
1113,0.7277200000000006
1114,0.7470400000000005
1115,0.7470400000000005
1116,0.7534800000000005
1117,0.7728000000000006
1118,0.7470400000000005
1119,0.7470400000000005
1120,0.7470400000000005
1121,0.7470400000000005
1122,0.7470400000000005
1123,0.7470400000000005
1124,0.7534800000000005
1125,0.7728000000000006
1126,0.7728000000000006
1127,0.7534800000000005
1128,0.7728000000000006
1129,0.7728000000000006
1130,0.7728000000000006
1131,0.7728000000000006
1132,0.7728000000000006
1133,0.7728000000000006
1134,0.7728000000000006
1135,0.7728000000000006
1136,0.7728000000000006
1137,0.7728000000000006
1138,0.7728000000000006
1139,0.7728000000000006
1140,0.7534800000000005
1141,0.7534800000000005
1142,0.7728000000000006
1143,0.7728000000000006
1144,0.7728000000000006
1145,0.7728000000000006
1146,0.7728000000000006
1147,0.7728000000000006
1148,0.7728000000000006
1149,0.7985600000000006
1150,0.7792400000000006
1151,0.7985600000000006
1152,0.7985600000000006
1153,0.7985600000000006
1154,0.7985600000000006
1155,0.7985600000000006
1156,0.7985600000000006
1157,0.8050000000000006
1158,0.8243200000000007
1159,0.8243200000000007
1160,0.8243200000000007
1161,0.8243200000000007
1162,0.8243200000000007
1163,0.8243200000000007
1164,0.8243200000000007
1165,0.8307600000000007
1166,0.8307600000000007
1167,0.8500800000000007
1168,0.8243200000000007
1169,0.8243200000000007
1170,0.8500800000000007
1171,0.8500800000000007
1172,0.8500800000000007
1173,0.8500800000000007
1174,0.8307600000000007
1175,0.8243200000000007
1176,0.8243200000000007
1177,0.8243200000000007
1178,0.8243200000000007
1179,0.8243200000000007
1180,0.8243200000000007
1181,0.8243200000000007
1182,0.8243200000000007
1183,0.7985600000000006
1184,0.7985600000000006
1185,0.7985600000000006
1186,0.8243200000000007
1187,0.8243200000000007
1188,0.8243200000000007
1189,0.8243200000000007
1190,0.8243200000000007
1191,0.8243200000000007
1192,0.8243200000000007
1193,0.8243200000000007
1194,0.7985600000000006
1195,0.7985600000000006
1196,0.7985600000000006
1197,0.7985600000000006
1198,0.7985600000000006
1199,0.7728000000000006
1200,0.7728000000000006
1201,0.7728000000000006
1202,0.7728000000000006
1203,0.7985600000000006
1204,0.8243200000000007
1205,0.8243200000000007
1206,0.8050000000000006
1207,0.8050000000000006
1208,0.8050000000000006
1209,0.7985600000000006
1210,0.7985600000000006
1211,0.7985600000000006
1212,0.7985600000000006
1213,0.7985600000000006
1214,0.7985600000000006
1215,0.7985600000000006
1216,0.7985600000000006
1217,0.7985600000000006
1218,0.7985600000000006
1219,0.7985600000000006
1220,0.7792400000000006
1221,0.7985600000000006
1222,0.7728000000000006
1223,0.7985600000000006
1224,0.7985600000000006
1225,0.7792400000000006
1226,0.7728000000000006
1227,0.7728000000000006
1228,0.7728000000000006
1229,0.7985600000000006
1230,0.7985600000000006
1231,0.7985600000000006
1232,0.7985600000000006
1233,0.7985600000000006
1234,0.7985600000000006
1235,0.7985600000000006
1236,0.7985600000000006
1237,0.7792400000000006
1238,0.7728000000000006
1239,0.7792400000000006
1240,0.7985600000000006
1241,0.7985600000000006
1242,0.7985600000000006
1243,0.7985600000000006
1244,0.7985600000000006
1245,0.7985600000000006
1246,0.7985600000000006
1247,0.7985600000000006
1248,0.7985600000000006
1249,0.7985600000000006
1250,0.7985600000000006
1251,0.7985600000000006
1252,0.7985600000000006
1253,0.7985600000000006
1254,0.7985600000000006
1255,0.7728000000000006
1256,0.7728000000000006
1257,0.7792400000000006
1258,0.7728000000000006
1259,0.7728000000000006
1260,0.7728000000000006
1261,0.7728000000000006
1262,0.7470400000000005
1263,0.7470400000000005
1264,0.7470400000000005
1265,0.7534800000000005
1266,0.7470400000000005
1267,0.7728000000000006
1268,0.7470400000000005
1269,0.7534800000000005
1270,0.7534800000000005
1271,0.7728000000000006
1272,0.7534800000000005
1273,0.7470400000000005
1274,0.7728000000000006
1275,0.7534800000000005
1276,0.7728000000000006
1277,0.7470400000000005
1278,0.7534800000000005
1279,0.7470400000000005
1280,0.7470400000000005
1281,0.7470400000000005
1282,0.7470400000000005
1283,0.7470400000000005
1284,0.7470400000000005
1285,0.7470400000000005
1286,0.7470400000000005
1287,0.7277200000000006
1288,0.7470400000000005
1289,0.7470400000000005
1290,0.7470400000000005
1291,0.7470400000000005
1292,0.7470400000000005
1293,0.7534800000000005
1294,0.7470400000000005
1295,0.7728000000000006
1296,0.7728000000000006
1297,0.7728000000000006
1298,0.7470400000000005
1299,0.7470400000000005
1300,0.7470400000000005
1301,0.7470400000000005
1302,0.7470400000000005
1303,0.7470400000000005
1304,0.7277200000000006
1305,0.7212800000000006
1306,0.7212800000000006
1307,0.7212800000000006
1308,0.7019600000000005
1309,0.6955200000000005
1310,0.7212800000000006
1311,0.7019600000000005
1312,0.6955200000000005
1313,0.7019600000000005
1314,0.6955200000000005
1315,0.6955200000000005
1316,0.6955200000000005
1317,0.6955200000000005
1318,0.6762000000000005
1319,0.6955200000000005
1320,0.6955200000000005
1321,0.6955200000000005
1322,0.6762000000000005
1323,0.6762000000000005
1324,0.6955200000000005
1325,0.6697600000000005
1326,0.6697600000000005
1327,0.6697600000000005
1328,0.6697600000000005
1329,0.6697600000000005
1330,0.6955200000000005
1331,0.6697600000000005
1332,0.6762000000000005
1333,0.6955200000000005
1334,0.6955200000000005
1335,0.6955200000000005
1336,0.6762000000000005
1337,0.6762000000000005
1338,0.6955200000000005
1339,0.6955200000000005
1340,0.6955200000000005
1341,0.6762000000000005
1342,0.6697600000000005
1343,0.6697600000000005
1344,0.6697600000000005
1345,0.6697600000000005
1346,0.6697600000000005
1347,0.6697600000000005
1348,0.6697600000000005
1349,0.6697600000000005
1350,0.6697600000000005
1351,0.6697600000000005
1352,0.6504400000000004
1353,0.6440000000000003
1354,0.6440000000000003
1355,0.6440000000000003
1356,0.6440000000000003
1357,0.6182400000000003
1358,0.6246800000000003
1359,0.6246800000000003
1360,0.6440000000000003
1361,0.6440000000000003
1362,0.6246800000000003
1363,0.6182400000000003
1364,0.6182400000000003
1365,0.6182400000000003
1366,0.6182400000000003
1367,0.6182400000000003
1368,0.5924800000000003
1369,0.5924800000000003
1370,0.5924800000000003
1371,0.5924800000000003
1372,0.5924800000000003
1373,0.5924800000000003
1374,0.5924800000000003
1375,0.5667200000000002
1376,0.5924800000000003
1377,0.5731600000000003
1378,0.5667200000000002
1379,0.5667200000000002
1380,0.5667200000000002
1381,0.5667200000000002
1382,0.5667200000000002
1383,0.5667200000000002
1384,0.5409600000000001
1385,0.5409600000000001
1386,0.5409600000000001
1387,0.5409600000000001
1388,0.5216400000000001
1389,0.5152000000000001
1390,0.5152000000000001
1391,0.4958800000000001
1392,0.4894400000000001
1393,0.4958800000000001
1394,0.4894400000000001
1395,0.4894400000000001
1396,0.4894400000000001
1397,0.47012000000000004
1398,0.47012000000000004
1399,0.46368000000000004
1400,0.46368000000000004
1401,0.46368000000000004
1402,0.46368000000000004
1403,0.46368000000000004
1404,0.46368000000000004
1405,0.46368000000000004
1406,0.43792
1407,0.44436
1408,0.44436
1409,0.43792
1410,0.43792
1411,0.43792
1412,0.43792
1413,0.43792
1414,0.43792
1415,0.43792
1416,0.43792
1417,0.41859999999999997
1418,0.41215999999999997
1419,0.41215999999999997
1420,0.41215999999999997
1421,0.41215999999999997
1422,0.41215999999999997
1423,0.41215999999999997
1424,0.3864
1425,0.3864
1426,0.3864
1427,0.3864
1428,0.3864
1429,0.3864
1430,0.3864
1431,0.3864
1432,0.36063999999999996
1433,0.34131999999999996
1434,0.34131999999999996
1435,0.33488
1436,0.33488
1437,0.33488
1438,0.33488
1439,0.33488
