,"Weekday - Level 1 - Diversified (Average) of 1,200 EVs"
254,0.008586666666666666
255,0.008586666666666666
256,0.008586666666666666
257,0.008586666666666666
258,0.008586666666666666
259,0.008586666666666666
260,0.008586666666666666
261,0.008586666666666666
262,0.008586666666666666
263,0.008586666666666666
264,0.008586666666666666
265,0.008586666666666666
266,0.008586666666666666
267,0.008586666666666666
268,0.008586666666666666
269,0.008586666666666666
270,0.008586666666666666
271,0.008586666666666666
272,0.008586666666666666
273,0.008586666666666666
274,0.008586666666666666
275,0.008586666666666666
276,0.008586666666666666
277,0.008586666666666666
278,0.008586666666666666
279,0.008586666666666666
280,0.008586666666666666
281,0.008586666666666666
282,0.00644
283,0.00644
284,0.00644
285,0.00644
286,0.00644
287,0.00644
288,0.00644
289,0.00644
290,0.00644
291,0.00644
292,0.00644
293,0.00644
294,0.00644
295,0.00644
296,0.00644
297,0.004293333333333333
298,0.004293333333333333
299,0.004293333333333333
300,0.004293333333333333
301,0.004293333333333333
302,0.004293333333333333
303,0.004293333333333333
304,0.004293333333333333
305,0.004293333333333333
306,0.004293333333333333
307,0.004293333333333333
308,0.004293333333333333
309,0.004293333333333333
310,0.004293333333333333
311,0.004293333333333333
312,0.004293333333333333
313,0.004293333333333333
314,0.004293333333333333
315,0.004293333333333333
316,0.004293333333333333
317,0.004293333333333333
318,0.004293333333333333
319,0.004293333333333333
320,0.004293333333333333
321,0.004293333333333333
322,0.004293333333333333
323,0.004293333333333333
324,0.004293333333333333
325,0.004293333333333333
326,0.004293333333333333
327,0.004293333333333333
328,0.004293333333333333
329,0.004293333333333333
330,0.004293333333333333
331,0.004293333333333333
332,0.004293333333333333
333,0.004293333333333333
334,0.004293333333333333
335,0.004293333333333333
336,0.004293333333333333
337,0.004293333333333333
338,0.004293333333333333
339,0.004293333333333333
340,0.004293333333333333
341,0.004293333333333333
342,0.004293333333333333
343,0.004293333333333333
344,0.004293333333333333
345,0.004293333333333333
346,0.004293333333333333
347,0.004293333333333333
348,0.004293333333333333
349,0.004293333333333333
350,0.004293333333333333
351,0.004293333333333333
352,0.004293333333333333
353,0.004293333333333333
354,0.004293333333333333
355,0.004293333333333333
356,0.004293333333333333
357,0.004293333333333333
358,0.004293333333333333
359,0.004293333333333333
360,0.00644
361,0.00644
362,0.00644
363,0.00644
364,0.00644
365,0.00644
366,0.00644
367,0.00644
368,0.00644
369,0.00644
370,0.00644
371,0.00644
372,0.00644
373,0.00644
374,0.00644
375,0.00644
376,0.00644
377,0.00644
378,0.00644
379,0.00644
380,0.00644
381,0.00644
382,0.00644
383,0.008586666666666666
384,0.008586666666666666
385,0.008586666666666666
386,0.008586666666666666
387,0.00644
388,0.00644
389,0.00644
390,0.00644
391,0.00644
392,0.00644
393,0.00644
394,0.00644
395,0.00644
396,0.00644
397,0.008586666666666666
398,0.008586666666666666
399,0.008586666666666666
400,0.008586666666666666
401,0.008586666666666666
402,0.008586666666666666
403,0.008586666666666666
404,0.00644
405,0.00644
406,0.00644
407,0.00644
408,0.00644
409,0.00644
410,0.00644
411,0.00644
412,0.00644
413,0.00644
414,0.00644
415,0.008586666666666666
416,0.008586666666666666
417,0.008586666666666666
418,0.008586666666666666
419,0.010733333333333334
420,0.010733333333333334
421,0.010733333333333334
422,0.010733333333333334
423,0.010733333333333334
424,0.010733333333333334
425,0.010733333333333334
426,0.01288
427,0.01288
428,0.01288
429,0.01288
430,0.015026666666666667
431,0.017173333333333332
432,0.017173333333333332
433,0.017173333333333332
434,0.017173333333333332
435,0.017173333333333332
436,0.017173333333333332
437,0.017173333333333332
438,0.017173333333333332
439,0.017173333333333332
440,0.017173333333333332
441,0.017173333333333332
442,0.01932
443,0.01932
444,0.01932
445,0.01932
446,0.01932
447,0.01932
448,0.01932
449,0.02146666666666667
450,0.02146666666666667
451,0.01932
452,0.01932
453,0.01932
454,0.01932
455,0.01932
456,0.01932
457,0.01932
458,0.02146666666666667
459,0.02146666666666667
460,0.023613333333333333
461,0.023613333333333333
462,0.023613333333333333
463,0.023613333333333333
464,0.023613333333333333
465,0.02576
466,0.02576
467,0.02576
468,0.02576
469,0.02576
470,0.02576
471,0.027906666666666666
472,0.027906666666666666
473,0.027906666666666666
474,0.02576
475,0.02576
476,0.02576
477,0.02576
478,0.02576
479,0.02576
480,0.02576
481,0.02576
482,0.02576
483,0.027906666666666666
484,0.027906666666666666
485,0.027906666666666666
486,0.027906666666666666
487,0.027906666666666666
488,0.0322
489,0.036493333333333336
490,0.036493333333333336
491,0.03864
492,0.04078666666666667
493,0.04078666666666667
494,0.04078666666666667
495,0.04078666666666667
496,0.03864
497,0.042933333333333344
498,0.042933333333333344
499,0.045080000000000016
500,0.045080000000000016
501,0.045080000000000016
502,0.045080000000000016
503,0.04722666666666669
504,0.04722666666666669
505,0.04722666666666669
506,0.04937333333333335
507,0.04937333333333335
508,0.04937333333333335
509,0.04937333333333335
510,0.04937333333333335
511,0.04937333333333335
512,0.04937333333333335
513,0.04937333333333335
514,0.04937333333333335
515,0.04937333333333335
516,0.051520000000000024
517,0.053666666666666696
518,0.05581333333333337
519,0.05796000000000003
520,0.060106666666666704
521,0.06440000000000005
522,0.06440000000000005
523,0.06440000000000005
524,0.06869333333333338
525,0.06869333333333338
526,0.06654666666666671
527,0.06869333333333338
528,0.06654666666666671
529,0.07084000000000006
530,0.07084000000000006
531,0.0751333333333334
532,0.0751333333333334
533,0.07728000000000007
534,0.07728000000000007
535,0.07942666666666674
536,0.08372000000000009
537,0.08372000000000009
538,0.08372000000000009
539,0.08801333333333343
540,0.08586666666666676
541,0.08586666666666676
542,0.08801333333333343
543,0.09230666666666677
544,0.09230666666666677
545,0.09230666666666677
546,0.09230666666666677
547,0.0966000000000001
548,0.09874666666666679
549,0.09874666666666679
550,0.09874666666666679
551,0.10089333333333345
552,0.10304000000000013
553,0.10304000000000013
554,0.10304000000000013
555,0.10733333333333346
556,0.10733333333333346
557,0.10948000000000013
558,0.10733333333333346
559,0.10948000000000013
560,0.10733333333333346
561,0.10948000000000013
562,0.1116266666666668
563,0.1116266666666668
564,0.1116266666666668
565,0.1116266666666668
566,0.1116266666666668
567,0.11377333333333346
568,0.11377333333333346
569,0.1116266666666668
570,0.1116266666666668
571,0.1116266666666668
572,0.1116266666666668
573,0.1116266666666668
574,0.1116266666666668
575,0.11592000000000015
576,0.11377333333333346
577,0.10948000000000013
578,0.10733333333333346
579,0.10733333333333346
580,0.10948000000000013
581,0.10948000000000013
582,0.10948000000000013
583,0.1116266666666668
584,0.1116266666666668
585,0.1116266666666668
586,0.10948000000000013
587,0.10948000000000013
588,0.10948000000000013
589,0.1116266666666668
590,0.1116266666666668
591,0.10948000000000013
592,0.1116266666666668
593,0.1116266666666668
594,0.10948000000000013
595,0.10948000000000013
596,0.10948000000000013
597,0.10733333333333346
598,0.10518666666666679
599,0.10733333333333346
600,0.10948000000000013
601,0.1116266666666668
602,0.10733333333333346
603,0.10518666666666679
604,0.10518666666666679
605,0.10733333333333346
606,0.10733333333333346
607,0.10733333333333346
608,0.10948000000000013
609,0.11377333333333346
610,0.11592000000000015
611,0.11592000000000015
612,0.11592000000000015
613,0.11592000000000015
614,0.11592000000000015
615,0.11592000000000015
616,0.11377333333333346
617,0.11377333333333346
618,0.11377333333333346
619,0.11377333333333346
620,0.11592000000000015
621,0.1180666666666668
622,0.11592000000000015
623,0.12021333333333348
624,0.1180666666666668
625,0.11592000000000015
626,0.1180666666666668
627,0.1180666666666668
628,0.11592000000000015
629,0.11592000000000015
630,0.11592000000000015
631,0.11592000000000015
632,0.11592000000000015
633,0.11592000000000015
634,0.11592000000000015
635,0.11377333333333346
636,0.11377333333333346
637,0.11377333333333346
638,0.1116266666666668
639,0.1116266666666668
640,0.11592000000000015
641,0.11592000000000015
642,0.11592000000000015
643,0.11377333333333346
644,0.1116266666666668
645,0.1116266666666668
646,0.11377333333333346
647,0.11377333333333346
648,0.1116266666666668
649,0.1116266666666668
650,0.11377333333333346
651,0.11377333333333346
652,0.11377333333333346
653,0.11377333333333346
654,0.12021333333333348
655,0.12021333333333348
656,0.1180666666666668
657,0.1180666666666668
658,0.1180666666666668
659,0.1180666666666668
660,0.1180666666666668
661,0.11592000000000015
662,0.11592000000000015
663,0.11377333333333346
664,0.11592000000000015
665,0.11592000000000015
666,0.1180666666666668
667,0.11592000000000015
668,0.10948000000000013
669,0.10948000000000013
670,0.10518666666666679
671,0.10304000000000013
672,0.10518666666666679
673,0.10518666666666679
674,0.10518666666666679
675,0.10518666666666679
676,0.10733333333333346
677,0.10948000000000013
678,0.10948000000000013
679,0.10948000000000013
680,0.1116266666666668
681,0.1116266666666668
682,0.1116266666666668
683,0.1116266666666668
684,0.1116266666666668
685,0.10948000000000013
686,0.11377333333333346
687,0.1180666666666668
688,0.11592000000000015
689,0.1180666666666668
690,0.11592000000000015
691,0.11592000000000015
692,0.1180666666666668
693,0.1180666666666668
694,0.1180666666666668
695,0.12450666666666682
696,0.12236000000000015
697,0.12236000000000015
698,0.12236000000000015
699,0.13094666666666682
700,0.12880000000000016
701,0.12880000000000016
702,0.1266533333333335
703,0.12880000000000016
704,0.1266533333333335
705,0.12880000000000016
706,0.1266533333333335
707,0.12450666666666682
708,0.12236000000000015
709,0.12450666666666682
710,0.1266533333333335
711,0.1266533333333335
712,0.1266533333333335
713,0.12450666666666682
714,0.1266533333333335
715,0.12880000000000016
716,0.12880000000000016
717,0.13094666666666682
718,0.13094666666666682
719,0.1330933333333335
720,0.1330933333333335
721,0.13524000000000017
722,0.13738666666666682
723,0.1395333333333335
724,0.1395333333333335
725,0.1395333333333335
726,0.1416800000000002
727,0.1416800000000002
728,0.14382666666666685
729,0.14382666666666685
730,0.14597333333333354
731,0.1481200000000002
732,0.14597333333333354
733,0.14597333333333354
734,0.1481200000000002
735,0.1481200000000002
736,0.15026666666666688
737,0.15026666666666688
738,0.14597333333333354
739,0.15026666666666688
740,0.15241333333333354
741,0.15670666666666688
742,0.1545600000000002
743,0.15670666666666688
744,0.1545600000000002
745,0.1545600000000002
746,0.1545600000000002
747,0.15670666666666688
748,0.1545600000000002
749,0.1545600000000002
750,0.15885333333333354
751,0.16100000000000023
752,0.16100000000000023
753,0.16314666666666688
754,0.16314666666666688
755,0.16744000000000023
756,0.16744000000000023
757,0.16529333333333357
758,0.16744000000000023
759,0.17173333333333357
760,0.17602666666666694
761,0.17602666666666694
762,0.17602666666666694
763,0.17388000000000026
764,0.1781733333333336
765,0.18032000000000026
766,0.1781733333333336
767,0.1781733333333336
768,0.18032000000000026
769,0.18246666666666692
770,0.1867600000000003
771,0.1867600000000003
772,0.18461333333333357
773,0.18246666666666692
774,0.18246666666666692
775,0.18246666666666692
776,0.18246666666666692
777,0.18246666666666692
778,0.18461333333333357
779,0.1867600000000003
780,0.1867600000000003
781,0.18890666666666694
782,0.18890666666666694
783,0.1932000000000003
784,0.19534666666666695
785,0.1974933333333336
786,0.1974933333333336
787,0.1974933333333336
788,0.19964000000000032
789,0.20178666666666698
790,0.19964000000000032
791,0.19964000000000032
792,0.1974933333333336
793,0.19964000000000032
794,0.20178666666666698
795,0.20393333333333363
796,0.20822666666666695
797,0.20393333333333363
798,0.20178666666666698
799,0.19964000000000032
800,0.19964000000000032
801,0.20393333333333363
802,0.20393333333333363
803,0.20178666666666698
804,0.20822666666666695
805,0.20822666666666695
806,0.20822666666666695
807,0.20822666666666695
808,0.2060800000000003
809,0.20393333333333363
810,0.2060800000000003
811,0.20178666666666698
812,0.2060800000000003
813,0.2060800000000003
814,0.20178666666666698
815,0.1974933333333336
816,0.1974933333333336
817,0.1974933333333336
818,0.1974933333333336
819,0.1974933333333336
820,0.1974933333333336
821,0.20178666666666698
822,0.20178666666666698
823,0.2060800000000003
824,0.2060800000000003
825,0.2060800000000003
826,0.2060800000000003
827,0.2060800000000003
828,0.20822666666666695
829,0.21037333333333366
830,0.21681333333333366
831,0.21466666666666698
832,0.21466666666666698
833,0.21681333333333366
834,0.21681333333333366
835,0.21466666666666698
836,0.21466666666666698
837,0.21037333333333366
838,0.21037333333333366
839,0.21037333333333366
840,0.21252000000000032
841,0.21252000000000032
842,0.21681333333333366
843,0.21896000000000032
844,0.221106666666667
845,0.22325333333333366
846,0.22969333333333367
847,0.227546666666667
848,0.227546666666667
849,0.22325333333333366
850,0.221106666666667
851,0.221106666666667
852,0.221106666666667
853,0.22540000000000035
854,0.22540000000000035
855,0.22540000000000035
856,0.22540000000000035
857,0.22540000000000035
858,0.22540000000000035
859,0.22540000000000035
860,0.22540000000000035
861,0.22969333333333367
862,0.23184000000000032
863,0.227546666666667
864,0.227546666666667
865,0.22325333333333366
866,0.22325333333333366
867,0.22540000000000035
868,0.227546666666667
869,0.22969333333333367
870,0.227546666666667
871,0.22540000000000035
872,0.22540000000000035
873,0.221106666666667
874,0.21896000000000032
875,0.221106666666667
876,0.22325333333333366
877,0.22325333333333366
878,0.22325333333333366
879,0.221106666666667
880,0.22325333333333366
881,0.22540000000000035
882,0.22969333333333367
883,0.227546666666667
884,0.22540000000000035
885,0.227546666666667
886,0.227546666666667
887,0.227546666666667
888,0.22325333333333366
889,0.22540000000000035
890,0.22540000000000035
891,0.227546666666667
892,0.22969333333333367
893,0.22969333333333367
894,0.227546666666667
895,0.227546666666667
896,0.22540000000000035
897,0.227546666666667
898,0.23184000000000032
899,0.23184000000000032
900,0.227546666666667
901,0.22969333333333367
902,0.23184000000000032
903,0.23398666666666704
904,0.23398666666666704
905,0.23398666666666704
906,0.23398666666666704
907,0.23398666666666704
908,0.23828000000000035
909,0.23184000000000032
910,0.23184000000000032
911,0.2361333333333337
912,0.2361333333333337
913,0.23398666666666704
914,0.23398666666666704
915,0.23828000000000035
916,0.23828000000000035
917,0.23828000000000035
918,0.240426666666667
919,0.240426666666667
920,0.24472000000000038
921,0.23828000000000035
922,0.23828000000000035
923,0.23184000000000032
924,0.22969333333333367
925,0.23184000000000032
926,0.23828000000000035
927,0.23828000000000035
928,0.2361333333333337
929,0.2425733333333337
930,0.24901333333333373
931,0.2511600000000004
932,0.25545333333333375
933,0.25545333333333375
934,0.2576000000000004
935,0.26189333333333376
936,0.2640400000000004
937,0.27048000000000044
938,0.27048000000000044
939,0.27048000000000044
940,0.27477333333333376
941,0.27477333333333376
942,0.27477333333333376
943,0.28121333333333376
944,0.28121333333333376
945,0.28336000000000044
946,0.28550666666666713
947,0.28980000000000045
948,0.28550666666666713
949,0.28765333333333376
950,0.28765333333333376
951,0.28765333333333376
952,0.29838666666666713
953,0.30268000000000045
954,0.30912000000000034
955,0.30912000000000034
956,0.3134133333333336
957,0.3177066666666669
958,0.3177066666666669
959,0.31985333333333354
960,0.3327333333333333
961,0.33058666666666675
962,0.3327333333333333
963,0.33058666666666675
964,0.32629333333333344
965,0.32629333333333344
966,0.3327333333333333
967,0.3327333333333333
968,0.33488
969,0.3327333333333333
970,0.3284400000000001
971,0.3241466666666668
972,0.32629333333333344
973,0.3284400000000001
974,0.33058666666666675
975,0.3220000000000002
976,0.3241466666666668
977,0.32629333333333344
978,0.32629333333333344
979,0.32629333333333344
980,0.33058666666666675
981,0.33058666666666675
982,0.3327333333333333
983,0.3413199999999999
984,0.33917333333333327
985,0.33917333333333327
986,0.33917333333333327
987,0.33702666666666664
988,0.3413199999999999
989,0.3413199999999999
990,0.33917333333333327
991,0.3499066666666665
992,0.3499066666666665
993,0.3520533333333331
994,0.3649333333333329
995,0.3627866666666663
996,0.3606399999999997
997,0.3606399999999997
998,0.3606399999999997
999,0.3649333333333329
1000,0.37351999999999946
1001,0.37351999999999946
1002,0.3799599999999994
1003,0.3799599999999994
1004,0.3778133333333327
1005,0.3778133333333327
1006,0.3799599999999994
1007,0.38210666666666604
1008,0.3799599999999994
1009,0.3799599999999994
1010,0.388546666666666
1011,0.388546666666666
1012,0.39283999999999925
1013,0.39927999999999914
1014,0.41215999999999897
1015,0.41859999999999886
1016,0.41859999999999886
1017,0.41215999999999897
1018,0.41645333333333223
1019,0.4143066666666656
1020,0.41859999999999886
1021,0.4143066666666656
1022,0.4143066666666656
1023,0.42074666666666555
1024,0.4250399999999988
1025,0.429333333333332
1026,0.429333333333332
1027,0.429333333333332
1028,0.43577333333333196
1029,0.43577333333333196
1030,0.4400666666666653
1031,0.4400666666666653
1032,0.44221333333333185
1033,0.44435999999999853
1034,0.4507999999999984
1035,0.4550933333333317
1036,0.4572399999999983
1037,0.46367999999999826
1038,0.4679733333333315
1039,0.47011999999999815
1040,0.48514666666666467
1041,0.4808533333333313
1042,0.4894399999999979
1043,0.49158666666666456
1044,0.49373333333333114
1045,0.49802666666666445
1046,0.500173333333331
1047,0.5023199999999978
1048,0.5087599999999977
1049,0.5087599999999977
1050,0.5173466666666642
1051,0.5216399999999974
1052,0.5323733333333306
1053,0.5345199999999973
1054,0.5409599999999972
1055,0.5473999999999971
1056,0.5495466666666637
1057,0.5495466666666637
1058,0.5559866666666636
1059,0.5645733333333302
1060,0.5602799999999969
1061,0.5645733333333302
1062,0.57101333333333
1063,0.57101333333333
1064,0.5731599999999968
1065,0.57745333333333
1066,0.5838933333333299
1067,0.5860399999999966
1068,0.5860399999999966
1069,0.5838933333333299
1070,0.5903333333333298
1071,0.5989199999999965
1072,0.6053599999999965
1073,0.6117999999999966
1074,0.6139466666666633
1075,0.61609333333333
1076,0.6117999999999966
1077,0.6075066666666632
1078,0.6117999999999966
1079,0.6139466666666633
1080,0.6139466666666633
1081,0.6182399999999968
1082,0.6182399999999968
1083,0.6182399999999968
1084,0.61609333333333
1085,0.6139466666666633
1086,0.6182399999999968
1087,0.6225333333333302
1088,0.6225333333333302
1089,0.6268266666666635
1090,0.631119999999997
1091,0.6289733333333303
1092,0.6354133333333304
1093,0.637559999999997
1094,0.6397066666666638
1095,0.6397066666666638
1096,0.6439999999999972
1097,0.6439999999999972
1098,0.6482933333333306
1099,0.6482933333333306
1100,0.6482933333333306
1101,0.6482933333333306
1102,0.652586666666664
1103,0.6504399999999972
1104,0.6568799999999974
1105,0.6590266666666641
1106,0.6611733333333308
1107,0.6633199999999975
1108,0.6654666666666642
1109,0.6654666666666642
1110,0.6654666666666642
1111,0.667613333333331
1112,0.6654666666666642
1113,0.6654666666666642
1114,0.6697599999999976
1115,0.6719066666666643
1116,0.6719066666666643
1117,0.6740533333333311
1118,0.6719066666666643
1119,0.6719066666666643
1120,0.6783466666666644
1121,0.6804933333333312
1122,0.6826399999999978
1123,0.6826399999999978
1124,0.6804933333333312
1125,0.6783466666666644
1126,0.6847866666666645
1127,0.6804933333333312
1128,0.6912266666666647
1129,0.6912266666666647
1130,0.6912266666666647
1131,0.6933733333333314
1132,0.689079999999998
1133,0.6933733333333314
1134,0.6912266666666647
1135,0.6933733333333314
1136,0.6998133333333314
1137,0.6998133333333314
1138,0.7062533333333315
1139,0.7019599999999981
1140,0.695519999999998
1141,0.6976666666666648
1142,0.7019599999999981
1143,0.6998133333333314
1144,0.6998133333333314
1145,0.7041066666666649
1146,0.6976666666666648
1147,0.7083999999999983
1148,0.7126933333333317
1149,0.7148399999999984
1150,0.710546666666665
1151,0.7126933333333317
1152,0.7083999999999983
1153,0.710546666666665
1154,0.7148399999999984
1155,0.7169866666666651
1156,0.7083999999999983
1157,0.7169866666666651
1158,0.7255733333333318
1159,0.7234266666666653
1160,0.7255733333333318
1161,0.7255733333333318
1162,0.7234266666666653
1163,0.7212799999999986
1164,0.7212799999999986
1165,0.7298666666666653
1166,0.7277199999999986
1167,0.7320133333333321
1168,0.7277199999999986
1169,0.7234266666666653
1170,0.7341599999999987
1171,0.7405999999999989
1172,0.7384533333333322
1173,0.7341599999999987
1174,0.7277199999999986
1175,0.7277199999999986
1176,0.7255733333333318
1177,0.7234266666666653
1178,0.7255733333333318
1179,0.7298666666666653
1180,0.7277199999999986
1181,0.7277199999999986
1182,0.7298666666666653
1183,0.7191333333333318
1184,0.7212799999999986
1185,0.7255733333333318
1186,0.7234266666666653
1187,0.7277199999999986
1188,0.7341599999999987
1189,0.7363066666666654
1190,0.7363066666666654
1191,0.7405999999999989
1192,0.7427466666666654
1193,0.7298666666666653
1194,0.7277199999999986
1195,0.7255733333333318
1196,0.7277199999999986
1197,0.7212799999999986
1198,0.7191333333333318
1199,0.7169866666666651
1200,0.7148399999999984
1201,0.7083999999999983
1202,0.7083999999999983
1203,0.7126933333333317
1204,0.7277199999999986
1205,0.7255733333333318
1206,0.7212799999999986
1207,0.7169866666666651
1208,0.7148399999999984
1209,0.7126933333333317
1210,0.7083999999999983
1211,0.7083999999999983
1212,0.7126933333333317
1213,0.7062533333333315
1214,0.7083999999999983
1215,0.7019599999999981
1216,0.710546666666665
1217,0.7062533333333315
1218,0.7062533333333315
1219,0.7062533333333315
1220,0.6998133333333314
1221,0.7019599999999981
1222,0.6933733333333314
1223,0.7019599999999981
1224,0.7041066666666649
1225,0.7019599999999981
1226,0.6976666666666648
1227,0.7019599999999981
1228,0.6998133333333314
1229,0.6998133333333314
1230,0.6998133333333314
1231,0.6976666666666648
1232,0.7019599999999981
1233,0.7041066666666649
1234,0.7019599999999981
1235,0.7062533333333315
1236,0.710546666666665
1237,0.710546666666665
1238,0.710546666666665
1239,0.7148399999999984
1240,0.7169866666666651
1241,0.7212799999999986
1242,0.7255733333333318
1243,0.7234266666666653
1244,0.7277199999999986
1245,0.7234266666666653
1246,0.7191333333333318
1247,0.7234266666666653
1248,0.7212799999999986
1249,0.7234266666666653
1250,0.7255733333333318
1251,0.7255733333333318
1252,0.7169866666666651
1253,0.7212799999999986
1254,0.7126933333333317
1255,0.7062533333333315
1256,0.7041066666666649
1257,0.7083999999999983
1258,0.6998133333333314
1259,0.7019599999999981
1260,0.6976666666666648
1261,0.6933733333333314
1262,0.689079999999998
1263,0.6826399999999978
1264,0.6804933333333312
1265,0.6847866666666645
1266,0.6826399999999978
1267,0.6869333333333313
1268,0.6847866666666645
1269,0.6804933333333312
1270,0.6847866666666645
1271,0.6869333333333313
1272,0.6847866666666645
1273,0.6761999999999978
1274,0.6826399999999978
1275,0.6783466666666644
1276,0.6761999999999978
1277,0.6719066666666643
1278,0.6783466666666644
1279,0.6804933333333312
1280,0.6761999999999978
1281,0.667613333333331
1282,0.6697599999999976
1283,0.667613333333331
1284,0.6719066666666643
1285,0.6719066666666643
1286,0.6697599999999976
1287,0.6654666666666642
1288,0.6633199999999975
1289,0.6740533333333311
1290,0.6783466666666644
1291,0.6804933333333312
1292,0.6804933333333312
1293,0.6826399999999978
1294,0.6761999999999978
1295,0.6804933333333312
1296,0.6847866666666645
1297,0.6761999999999978
1298,0.6761999999999978
