,"Weekend - Level 1 - Diversified (Average) of 1,200 EVs"
873,0.5703999999999988
874,0.5703999999999988
875,0.5703999999999988
876,0.576533333333332
877,0.576533333333332
878,0.5642666666666656
879,0.5642666666666656
880,0.5642666666666656
881,0.5642666666666656
882,0.5642666666666656
883,0.5642666666666656
884,0.5611999999999989
885,0.5673333333333321
886,0.5673333333333321
887,0.5673333333333321
888,0.5673333333333321
889,0.5642666666666656
890,0.5673333333333321
891,0.576533333333332
892,0.5826666666666653
893,0.5857333333333319
894,0.5795999999999987
895,0.5795999999999987
896,0.5734666666666655
897,0.5703999999999988
898,0.5673333333333321
899,0.5703999999999988
900,0.5642666666666656
901,0.5734666666666655
902,0.5673333333333321
903,0.5611999999999989
904,0.5703999999999988
905,0.5673333333333321
906,0.5673333333333321
907,0.5673333333333321
908,0.5642666666666656
909,0.5581333333333323
910,0.5550666666666657
911,0.5489333333333324
912,0.5458666666666658
913,0.5550666666666657
914,0.5642666666666656
915,0.5734666666666655
916,0.576533333333332
917,0.5857333333333319
918,0.5857333333333319
919,0.5857333333333319
920,0.5795999999999987
921,0.5857333333333319
922,0.5795999999999987
923,0.5795999999999987
924,0.5795999999999987
925,0.5826666666666653
926,0.5857333333333319
927,0.5979999999999984
928,0.5887999999999985
929,0.5887999999999985
930,0.5857333333333319
931,0.5918666666666652
932,0.5949333333333318
933,0.5979999999999984
934,0.5979999999999984
935,0.6041333333333316
936,0.6041333333333316
937,0.6010666666666651
938,0.6010666666666651
939,0.6010666666666651
940,0.6041333333333316
941,0.5979999999999984
942,0.6041333333333316
943,0.6041333333333316
944,0.6041333333333316
945,0.6010666666666651
946,0.6010666666666651
947,0.5918666666666652
948,0.5949333333333318
949,0.5949333333333318
950,0.6010666666666651
951,0.6010666666666651
952,0.6010666666666651
953,0.610266666666665
954,0.6194666666666648
955,0.6133333333333315
956,0.610266666666665
957,0.6163999999999982
958,0.6194666666666648
959,0.6225333333333314
960,0.6225333333333314
961,0.6225333333333314
962,0.6286666666666647
963,0.6194666666666648
964,0.6194666666666648
965,0.6133333333333315
966,0.6225333333333314
967,0.6317333333333313
968,0.6409333333333311
969,0.6439999999999978
970,0.6409333333333311
971,0.6531999999999977
972,0.6531999999999977
973,0.6562666666666643
974,0.650133333333331
975,0.6531999999999977
976,0.6470666666666645
977,0.6531999999999977
978,0.6378666666666646
979,0.6470666666666645
980,0.650133333333331
981,0.6531999999999977
982,0.650133333333331
983,0.6470666666666645
984,0.650133333333331
985,0.6562666666666643
986,0.6531999999999977
987,0.6562666666666643
988,0.6654666666666642
989,0.6654666666666642
