,Weekend - Level 2 - Diversified (75th percentile) of 100 EVs
278,0.15456
279,0.15456
280,0.15456
281,0.15456
282,0.15456
283,0.15456
284,0.15456
285,0.15456
286,0.15456
287,0.15456
288,0.15456
289,0.15456
290,0.15456
291,0.15456
292,0.10303999999999999
293,0.10303999999999999
294,0.10303999999999999
295,0.10303999999999999
296,0.10303999999999999
297,0.10303999999999999
298,0.10303999999999999
299,0.10303999999999999
300,0.10303999999999999
301,0.10303999999999999
302,0.10303999999999999
303,0.10303999999999999
304,0.10303999999999999
305,0.10303999999999999
306,0.10303999999999999
307,0.10303999999999999
308,0.10303999999999999
309,0.10303999999999999
310,0.10303999999999999
311,0.10303999999999999
312,0.10303999999999999
313,0.10303999999999999
314,0.10303999999999999
315,0.10303999999999999
316,0.10303999999999999
317,0.10303999999999999
318,0.10303999999999999
319,0.10303999999999999
320,0.10303999999999999
321,0.10303999999999999
322,0.10303999999999999
323,0.10303999999999999
324,0.10303999999999999
325,0.10303999999999999
326,0.10303999999999999
327,0.10303999999999999
328,0.10303999999999999
329,0.10303999999999999
330,0.10303999999999999
331,0.10303999999999999
332,0.10303999999999999
333,0.10303999999999999
334,0.10303999999999999
335,0.10303999999999999
336,0.06439999999999999
337,0.06439999999999999
338,0.06439999999999999
339,0.06439999999999999
340,0.06439999999999999
341,0.06439999999999999
342,0.06439999999999999
343,0.06439999999999999
344,0.06439999999999999
345,0.06439999999999999
346,0.06439999999999999
347,0.06439999999999999
348,0.051519999999999996
349,0.051519999999999996
350,0.051519999999999996
351,0.051519999999999996
352,0.051519999999999996
353,0.051519999999999996
354,0.051519999999999996
355,0.051519999999999996
356,0.051519999999999996
357,0.051519999999999996
358,0.051519999999999996
359,0.051519999999999996
360,0.051519999999999996
361,0.051519999999999996
362,0.10303999999999999
363,0.051519999999999996
364,0.051519999999999996
365,0.051519999999999996
366,0.051519999999999996
367,0.051519999999999996
368,0.051519999999999996
369,0.051519999999999996
370,0.051519999999999996
371,0.051519999999999996
372,0.051519999999999996
373,0.051519999999999996
374,0.051519999999999996
375,0.051519999999999996
376,0.051519999999999996
377,0.051519999999999996
378,0.051519999999999996
379,0.051519999999999996
380,0.051519999999999996
381,0.051519999999999996
382,0.051519999999999996
383,0.051519999999999996
384,0.051519999999999996
385,0.051519999999999996
386,0.051519999999999996
387,0.051519999999999996
388,0.051519999999999996
389,0.051519999999999996
390,0.051519999999999996
391,0.051519999999999996
392,0.051519999999999996
393,0.051519999999999996
394,0.051519999999999996
395,0.051519999999999996
396,0.051519999999999996
397,0.051519999999999996
398,0.051519999999999996
399,0.051519999999999996
400,0.051519999999999996
401,0.051519999999999996
402,0.051519999999999996
403,0.051519999999999996
404,0.051519999999999996
405,0.051519999999999996
406,0.051519999999999996
407,0.051519999999999996
408,0.051519999999999996
409,0.051519999999999996
410,0.051519999999999996
411,0.051519999999999996
412,0.051519999999999996
413,0.051519999999999996
414,0.051519999999999996
415,0.051519999999999996
416,0.051519999999999996
417,0.051519999999999996
418,0.051519999999999996
419,0.051519999999999996
420,0.051519999999999996
421,0.051519999999999996
422,0.051519999999999996
423,0.051519999999999996
424,0.051519999999999996
425,0.051519999999999996
426,0.051519999999999996
427,0.051519999999999996
428,0.051519999999999996
429,0.051519999999999996
430,0.051519999999999996
431,0.051519999999999996
432,0.051519999999999996
433,0.06439999999999999
434,0.051519999999999996
435,0.051519999999999996
436,0.051519999999999996
437,0.051519999999999996
438,0.051519999999999996
439,0.10303999999999999
440,0.10303999999999999
441,0.10303999999999999
442,0.10303999999999999
443,0.10303999999999999
444,0.10303999999999999
445,0.10303999999999999
446,0.10303999999999999
447,0.10303999999999999
448,0.10303999999999999
449,0.10303999999999999
450,0.10303999999999999
451,0.10303999999999999
452,0.10303999999999999
453,0.10303999999999999
454,0.10303999999999999
455,0.10303999999999999
456,0.10303999999999999
457,0.10303999999999999
458,0.10303999999999999
459,0.10303999999999999
460,0.10303999999999999
461,0.10303999999999999
462,0.10303999999999999
463,0.10303999999999999
464,0.10303999999999999
465,0.10303999999999999
466,0.10303999999999999
467,0.10303999999999999
468,0.11592
469,0.15456
470,0.15456
471,0.15456
472,0.15456
473,0.15456
474,0.15456
475,0.15456
476,0.15456
477,0.15456
478,0.15456
479,0.15456
480,0.15456
481,0.15456
482,0.15456
483,0.15456
484,0.15456
485,0.15456
486,0.15456
487,0.15456
488,0.15456
489,0.15456
490,0.15456
491,0.16743999999999998
492,0.15456
493,0.15456
494,0.15456
495,0.15456
496,0.15456
497,0.15456
498,0.15456
499,0.15456
500,0.15456
501,0.15456
502,0.15456
503,0.15456
504,0.15456
505,0.15456
506,0.15456
507,0.15456
508,0.20607999999999999
509,0.20607999999999999
510,0.20607999999999999
511,0.20607999999999999
512,0.20607999999999999
513,0.20607999999999999
514,0.20607999999999999
515,0.20607999999999999
516,0.20607999999999999
517,0.20607999999999999
518,0.20607999999999999
519,0.20607999999999999
520,0.20607999999999999
521,0.20607999999999999
522,0.20607999999999999
523,0.20607999999999999
524,0.20607999999999999
525,0.20607999999999999
526,0.20607999999999999
527,0.2576
528,0.2576
529,0.2576
530,0.2576
531,0.2576
532,0.2576
533,0.2576
534,0.2576
535,0.2576
536,0.2576
537,0.2576
538,0.2576
539,0.2576
540,0.2576
541,0.2576
542,0.2576
543,0.2576
544,0.2576
545,0.2576
546,0.2576
547,0.2576
548,0.2576
549,0.2576
550,0.2576
551,0.2576
552,0.2576
553,0.2576
554,0.2576
555,0.2576
556,0.2576
557,0.2576
558,0.2576
559,0.2576
560,0.30912
561,0.30912
562,0.30912
563,0.27048
564,0.30912
565,0.30912
566,0.30912
567,0.30912
568,0.32199999999999995
569,0.32199999999999995
570,0.32199999999999995
571,0.36063999999999996
572,0.36063999999999996
573,0.36063999999999996
574,0.36063999999999996
575,0.36063999999999996
576,0.36063999999999996
577,0.36063999999999996
578,0.36063999999999996
579,0.36063999999999996
580,0.36063999999999996
581,0.36063999999999996
582,0.36063999999999996
583,0.36063999999999996
584,0.36063999999999996
585,0.36063999999999996
586,0.36063999999999996
587,0.36063999999999996
588,0.36063999999999996
589,0.36063999999999996
590,0.36063999999999996
591,0.36063999999999996
592,0.41215999999999997
593,0.41215999999999997
594,0.41215999999999997
595,0.41215999999999997
596,0.41215999999999997
597,0.41215999999999997
598,0.41215999999999997
599,0.41215999999999997
600,0.41215999999999997
601,0.41215999999999997
602,0.41215999999999997
603,0.41215999999999997
604,0.41215999999999997
605,0.41215999999999997
606,0.41215999999999997
607,0.41215999999999997
608,0.41215999999999997
609,0.41215999999999997
610,0.41215999999999997
611,0.42504
612,0.42504
613,0.46368000000000004
614,0.46368000000000004
615,0.41215999999999997
616,0.46368000000000004
617,0.46368000000000004
618,0.46368000000000004
619,0.46368000000000004
620,0.46368000000000004
621,0.46368000000000004
622,0.46368000000000004
623,0.46368000000000004
624,0.46368000000000004
625,0.46368000000000004
626,0.46368000000000004
627,0.46368000000000004
628,0.46368000000000004
629,0.5152
630,0.47656
631,0.5152
632,0.5152
633,0.5152
634,0.5152
635,0.5152
636,0.5152
637,0.5152
638,0.5152
639,0.5152
640,0.56672
641,0.56672
642,0.56672
643,0.56672
644,0.56672
645,0.56672
646,0.56672
647,0.56672
648,0.56672
649,0.56672
650,0.56672
651,0.56672
652,0.61824
653,0.56672
654,0.61824
655,0.56672
656,0.56672
657,0.56672
658,0.56672
659,0.56672
660,0.56672
661,0.56672
662,0.56672
663,0.56672
664,0.56672
665,0.56672
666,0.5796
667,0.61824
668,0.5796
669,0.61824
670,0.61824
671,0.5796
672,0.56672
673,0.61824
674,0.61824
675,0.61824
676,0.61824
677,0.61824
678,0.61824
679,0.61824
680,0.61824
681,0.61824
682,0.66976
683,0.66976
684,0.66976
685,0.66976
686,0.66976
687,0.66976
688,0.66976
689,0.66976
690,0.66976
691,0.66976
692,0.66976
693,0.66976
694,0.66976
695,0.66976
696,0.66976
697,0.66976
698,0.6826399999999999
699,0.7212799999999999
700,0.7212799999999999
701,0.7212799999999999
702,0.7212799999999999
703,0.7212799999999999
704,0.7212799999999999
705,0.7212799999999999
706,0.7212799999999999
707,0.7341599999999999
708,0.7212799999999999
709,0.7341599999999999
710,0.7728
711,0.7728
712,0.7728
713,0.7728
714,0.7728
715,0.7728
716,0.7728
717,0.7728
718,0.7728
719,0.7728
720,0.7728
721,0.7728
722,0.7728
723,0.7728
724,0.7728
725,0.7728
726,0.7728
727,0.7728
728,0.8243199999999999
729,0.8243199999999999
730,0.8243199999999999
731,0.8243199999999999
732,0.7728
733,0.7856799999999999
734,0.8243199999999999
735,0.7856799999999999
736,0.7856799999999999
737,0.8243199999999999
738,0.7728
739,0.8243199999999999
740,0.7856799999999999
741,0.7728
742,0.8243199999999999
743,0.8243199999999999
744,0.8243199999999999
745,0.8243199999999999
746,0.8243199999999999
747,0.8243199999999999
748,0.8243199999999999
749,0.8243199999999999
750,0.8243199999999999
751,0.8243199999999999
752,0.8371999999999999
753,0.87584
754,0.87584
755,0.87584
756,0.87584
757,0.87584
758,0.87584
759,0.87584
760,0.87584
761,0.87584
762,0.87584
763,0.87584
764,0.87584
765,0.87584
766,0.87584
767,0.87584
768,0.87584
769,0.87584
770,0.87584
771,0.87584
772,0.87584
773,0.87584
774,0.8371999999999999
775,0.8371999999999999
776,0.87584
777,0.87584
778,0.87584
779,0.87584
780,0.87584
781,0.87584
782,0.87584
783,0.87584
784,0.87584
785,0.87584
786,0.9273600000000001
787,0.9273600000000001
788,0.9273600000000001
789,0.87584
790,0.9273600000000001
791,0.9273600000000001
792,0.9273600000000001
793,0.9273600000000001
794,0.9273600000000001
795,0.9273600000000001
796,0.9402400000000001
797,0.9402400000000001
798,0.9788800000000002
799,0.9788800000000002
800,0.9788800000000002
801,0.9788800000000002
802,0.9788800000000002
803,0.9788800000000002
804,0.9788800000000002
805,0.9788800000000002
806,0.9788800000000002
807,0.9273600000000001
808,0.9273600000000001
809,0.9273600000000001
810,0.9273600000000001
811,0.9788800000000002
812,0.9788800000000002
813,0.9788800000000002
814,0.9788800000000002
815,0.9402400000000001
816,0.9273600000000001
817,0.9273600000000001
818,0.9788800000000002
819,0.9788800000000002
820,0.9788800000000002
821,0.9788800000000002
822,0.9788800000000002
823,0.9788800000000002
824,0.9788800000000002
825,0.9273600000000001
826,0.9788800000000002
827,0.9788800000000002
828,0.9788800000000002
829,0.9788800000000002
830,0.9788800000000002
831,0.9788800000000002
832,0.9788800000000002
833,0.9788800000000002
834,0.9788800000000002
835,0.9788800000000002
836,0.9788800000000002
837,0.9788800000000002
838,0.9788800000000002
839,0.9788800000000002
840,0.9788800000000002
841,0.9788800000000002
842,0.9788800000000002
843,0.9788800000000002
844,0.9788800000000002
845,0.9788800000000002
846,0.9788800000000002
847,0.9788800000000002
848,0.9788800000000002
849,0.9788800000000002
850,0.9788800000000002
851,0.9788800000000002
852,0.9788800000000002
853,0.9788800000000002
854,0.9788800000000002
855,0.9788800000000002
856,0.9788800000000002
857,0.9788800000000002
858,0.9273600000000001
859,0.9273600000000001
860,0.9788800000000002
861,1.0304000000000002
862,1.0304000000000002
863,1.0304000000000002
864,0.9788800000000002
865,0.9917600000000002
866,0.9788800000000002
867,0.9788800000000002
868,0.9917600000000002
869,0.9788800000000002
870,0.9788800000000002
871,0.9788800000000002
872,0.9788800000000002
873,0.9788800000000002
874,0.9788800000000002
875,0.9788800000000002
876,0.9788800000000002
877,0.9788800000000002
878,0.9788800000000002
879,0.9788800000000002
880,0.9788800000000002
881,0.9788800000000002
882,0.9788800000000002
883,0.9788800000000002
884,0.9788800000000002
885,0.9788800000000002
886,0.9788800000000002
887,0.9788800000000002
888,0.9788800000000002
889,0.9788800000000002
890,0.9788800000000002
891,0.9788800000000002
892,0.9917600000000002
893,0.9788800000000002
894,1.0304000000000002
895,1.0304000000000002
896,1.0304000000000002
897,0.9917600000000002
898,0.9917600000000002
899,1.0304000000000002
900,1.0304000000000002
901,1.0304000000000002
902,1.0432800000000002
903,1.0432800000000002
904,1.0304000000000002
905,1.0304000000000002
906,1.0304000000000002
907,1.0304000000000002
908,1.0304000000000002
909,1.0304000000000002
910,1.0819200000000002
911,1.0819200000000002
912,1.0819200000000002
913,1.0819200000000002
914,1.0304000000000002
915,1.0304000000000002
916,1.0819200000000002
917,1.0819200000000002
918,1.0432800000000002
919,1.0432800000000002
920,1.0819200000000002
921,1.0819200000000002
922,1.0819200000000002
923,1.0819200000000002
924,1.0819200000000002
925,1.0819200000000002
926,1.0819200000000002
927,1.0819200000000002
928,1.0819200000000002
929,1.0819200000000002
930,1.0819200000000002
931,1.0819200000000002
932,1.0819200000000002
933,1.0819200000000002
934,1.0819200000000002
935,1.0819200000000002
936,1.0819200000000002
937,1.0819200000000002
938,1.0819200000000002
939,1.0819200000000002
940,1.0819200000000002
941,1.0948000000000002
942,1.0948000000000002
943,1.1334400000000004
944,1.0948000000000002
945,1.1334400000000004
946,1.1334400000000004
947,1.1463200000000007
948,1.1463200000000007
949,1.1463200000000007
950,1.1849600000000007
951,1.1463200000000007
952,1.1463200000000007
953,1.1849600000000007
954,1.1334400000000004
955,1.1334400000000004
956,1.1334400000000004
957,1.1463200000000007
958,1.1463200000000007
959,1.1849600000000007
960,1.1849600000000007
961,1.1849600000000007
962,1.1849600000000007
963,1.1849600000000007
964,1.1978400000000007
965,1.1978400000000007
966,1.2364800000000007
967,1.2364800000000007
968,1.2364800000000007
969,1.2364800000000007
970,1.2364800000000007
971,1.2364800000000007
972,1.2364800000000007
973,1.2364800000000007
974,1.1978400000000007
975,1.2364800000000007
976,1.2364800000000007
977,1.2364800000000007
978,1.2364800000000007
979,1.2364800000000007
980,1.2364800000000007
981,1.2364800000000007
982,1.2364800000000007
983,1.2364800000000007
984,1.2364800000000007
985,1.2880000000000007
986,1.2364800000000007
987,1.2364800000000007
988,1.2880000000000007
989,1.2880000000000007
990,1.2880000000000007
991,1.2880000000000007
992,1.2880000000000007
993,1.2880000000000007
994,1.2880000000000007
995,1.2880000000000007
996,1.2880000000000007
997,1.2880000000000007
998,1.2880000000000007
999,1.2880000000000007
1000,1.2880000000000007
1001,1.2880000000000007
1002,1.2880000000000007
1003,1.3008800000000007
1004,1.339520000000001
1005,1.339520000000001
1006,1.339520000000001
1007,1.339520000000001
1008,1.2880000000000007
1009,1.2880000000000007
1010,1.2880000000000007
1011,1.2880000000000007
1012,1.2880000000000007
1013,1.2880000000000007
1014,1.2880000000000007
1015,1.2880000000000007
1016,1.2880000000000007
1017,1.2880000000000007
1018,1.2880000000000007
1019,1.2880000000000007
1020,1.2364800000000007
1021,1.2493600000000007
1022,1.2880000000000007
1023,1.2880000000000007
1024,1.2880000000000007
1025,1.2880000000000007
1026,1.2880000000000007
1027,1.2880000000000007
1028,1.2880000000000007
1029,1.2880000000000007
1030,1.2880000000000007
1031,1.2880000000000007
1032,1.2880000000000007
1033,1.2880000000000007
1034,1.2880000000000007
1035,1.2880000000000007
1036,1.339520000000001
1037,1.2880000000000007
1038,1.2880000000000007
1039,1.2880000000000007
1040,1.2493600000000007
1041,1.2880000000000007
1042,1.2493600000000007
1043,1.2880000000000007
1044,1.2880000000000007
1045,1.2364800000000007
1046,1.2364800000000007
1047,1.2493600000000007
1048,1.2880000000000007
1049,1.2880000000000007
1050,1.2880000000000007
1051,1.2880000000000007
1052,1.2364800000000007
1053,1.2493600000000007
1054,1.2493600000000007
1055,1.2364800000000007
1056,1.2364800000000007
1057,1.2364800000000007
1058,1.2364800000000007
1059,1.2364800000000007
1060,1.2364800000000007
1061,1.2364800000000007
1062,1.2364800000000007
1063,1.2364800000000007
1064,1.2364800000000007
1065,1.2364800000000007
1066,1.2364800000000007
1067,1.1849600000000007
1068,1.1849600000000007
1069,1.1849600000000007
1070,1.1849600000000007
1071,1.1849600000000007
1072,1.1849600000000007
1073,1.1849600000000007
1074,1.1849600000000007
1075,1.1849600000000007
1076,1.1849600000000007
1077,1.1849600000000007
1078,1.1849600000000007
1079,1.1849600000000007
1080,1.1849600000000007
1081,1.1849600000000007
1082,1.1849600000000007
1083,1.1849600000000007
1084,1.1849600000000007
1085,1.1849600000000007
1086,1.1849600000000007
1087,1.1849600000000007
1088,1.1463200000000007
1089,1.1849600000000007
1090,1.1849600000000007
1091,1.1849600000000007
1092,1.1849600000000007
1093,1.1463200000000007
1094,1.1849600000000007
1095,1.1849600000000007
1096,1.1849600000000007
1097,1.1849600000000007
1098,1.1849600000000007
1099,1.1849600000000007
1100,1.1849600000000007
1101,1.1849600000000007
1102,1.1849600000000007
1103,1.1849600000000007
1104,1.1849600000000007
1105,1.1849600000000007
1106,1.1849600000000007
1107,1.1849600000000007
1108,1.1849600000000007
1109,1.1849600000000007
1110,1.1849600000000007
1111,1.1849600000000007
1112,1.2364800000000007
1113,1.1849600000000007
1114,1.1849600000000007
1115,1.1849600000000007
1116,1.1849600000000007
1117,1.1849600000000007
1118,1.1849600000000007
1119,1.1849600000000007
1120,1.1849600000000007
1121,1.1849600000000007
1122,1.1849600000000007
1123,1.1849600000000007
1124,1.1849600000000007
1125,1.1849600000000007
1126,1.1849600000000007
1127,1.1463200000000007
1128,1.1849600000000007
1129,1.1849600000000007
1130,1.1849600000000007
1131,1.1849600000000007
1132,1.1849600000000007
1133,1.1849600000000007
1134,1.1849600000000007
1135,1.1849600000000007
1136,1.1849600000000007
1137,1.1849600000000007
1138,1.1849600000000007
1139,1.1849600000000007
1140,1.1849600000000007
1141,1.1849600000000007
1142,1.2364800000000007
1143,1.2364800000000007
1144,1.1978400000000007
1145,1.1978400000000007
1146,1.1978400000000007
1147,1.1978400000000007
1148,1.1849600000000007
1149,1.1849600000000007
1150,1.1978400000000007
1151,1.2364800000000007
1152,1.2364800000000007
1153,1.2364800000000007
1154,1.2364800000000007
1155,1.2364800000000007
1156,1.2364800000000007
1157,1.2364800000000007
1158,1.2364800000000007
1159,1.2364800000000007
1160,1.2364800000000007
1161,1.2493600000000007
1162,1.2364800000000007
1163,1.2364800000000007
1164,1.2364800000000007
1165,1.2364800000000007
1166,1.2364800000000007
1167,1.2364800000000007
1168,1.2364800000000007
1169,1.2364800000000007
1170,1.2364800000000007
1171,1.1978400000000007
1172,1.1978400000000007
1173,1.2364800000000007
1174,1.2364800000000007
1175,1.1978400000000007
1176,1.2364800000000007
1177,1.1849600000000007
1178,1.2364800000000007
1179,1.2364800000000007
1180,1.2364800000000007
1181,1.2364800000000007
1182,1.2364800000000007
1183,1.2493600000000007
1184,1.2364800000000007
1185,1.2364800000000007
1186,1.2364800000000007
1187,1.2364800000000007
1188,1.2364800000000007
1189,1.2364800000000007
1190,1.1849600000000007
1191,1.1849600000000007
1192,1.1849600000000007
1193,1.1849600000000007
1194,1.1849600000000007
1195,1.1849600000000007
1196,1.1849600000000007
1197,1.1978400000000007
1198,1.1849600000000007
1199,1.1849600000000007
1200,1.1849600000000007
1201,1.1849600000000007
1202,1.1978400000000007
1203,1.1849600000000007
1204,1.2364800000000007
1205,1.2364800000000007
1206,1.2364800000000007
1207,1.1849600000000007
1208,1.2364800000000007
1209,1.1849600000000007
1210,1.1849600000000007
1211,1.1978400000000007
1212,1.1849600000000007
1213,1.1849600000000007
1214,1.1849600000000007
1215,1.1849600000000007
1216,1.1849600000000007
1217,1.1849600000000007
1218,1.1849600000000007
1219,1.1849600000000007
1220,1.1849600000000007
1221,1.1849600000000007
1222,1.1849600000000007
1223,1.1849600000000007
1224,1.1849600000000007
1225,1.1849600000000007
1226,1.1849600000000007
1227,1.1849600000000007
1228,1.1849600000000007
1229,1.1849600000000007
1230,1.1978400000000007
1231,1.1978400000000007
1232,1.1849600000000007
1233,1.1849600000000007
1234,1.1849600000000007
1235,1.1849600000000007
1236,1.1849600000000007
1237,1.1849600000000007
1238,1.1849600000000007
1239,1.1849600000000007
1240,1.1849600000000007
1241,1.1849600000000007
1242,1.1849600000000007
1243,1.1849600000000007
1244,1.1849600000000007
1245,1.1463200000000007
1246,1.1849600000000007
1247,1.1849600000000007
1248,1.1463200000000007
1249,1.1334400000000004
1250,1.1334400000000004
1251,1.1334400000000004
1252,1.1334400000000004
1253,1.1334400000000004
1254,1.1334400000000004
1255,1.1334400000000004
1256,1.0819200000000002
1257,1.1334400000000004
1258,1.0948000000000002
1259,1.0819200000000002
1260,1.0819200000000002
1261,1.0819200000000002
1262,1.0819200000000002
1263,1.0819200000000002
1264,1.0432800000000002
1265,1.0432800000000002
1266,1.0819200000000002
1267,1.0819200000000002
1268,1.0819200000000002
1269,1.0819200000000002
1270,1.0819200000000002
1271,1.0819200000000002
1272,1.0819200000000002
1273,1.0948000000000002
1274,1.0819200000000002
1275,1.0819200000000002
1276,1.0819200000000002
1277,1.0819200000000002
1278,1.0819200000000002
1279,1.0819200000000002
1280,1.0819200000000002
1281,1.1334400000000004
1282,1.0819200000000002
1283,1.1334400000000004
1284,1.1334400000000004
1285,1.1334400000000004
1286,1.0819200000000002
1287,1.0819200000000002
1288,1.0948000000000002
1289,1.0948000000000002
1290,1.1334400000000004
1291,1.1334400000000004
1292,1.0819200000000002
1293,1.0819200000000002
1294,1.0819200000000002
1295,1.0819200000000002
1296,1.0819200000000002
1297,1.0819200000000002
1298,1.0819200000000002
1299,1.0819200000000002
1300,1.0819200000000002
1301,1.0304000000000002
1302,1.0432800000000002
1303,1.0819200000000002
1304,1.0819200000000002
1305,1.0819200000000002
1306,1.0819200000000002
1307,1.0819200000000002
1308,1.0819200000000002
1309,1.0819200000000002
1310,1.0819200000000002
1311,1.0819200000000002
1312,1.0819200000000002
1313,1.0819200000000002
1314,1.0819200000000002
1315,1.0819200000000002
1316,1.0819200000000002
1317,1.0432800000000002
1318,1.0432800000000002
1319,1.0819200000000002
1320,1.0819200000000002
1321,1.0304000000000002
1322,1.0304000000000002
1323,1.0304000000000002
1324,1.0304000000000002
1325,1.0304000000000002
1326,1.0304000000000002
1327,1.0304000000000002
1328,1.0304000000000002
1329,1.0304000000000002
1330,1.0304000000000002
1331,0.9788800000000002
1332,0.9788800000000002
1333,0.9788800000000002
1334,0.9917600000000002
1335,0.9917600000000002
1336,1.0304000000000002
1337,1.0304000000000002
1338,1.0304000000000002
1339,1.0304000000000002
1340,1.0304000000000002
1341,1.0304000000000002
1342,1.0304000000000002
1343,1.0432800000000002
1344,1.0304000000000002
1345,1.0432800000000002
1346,1.0432800000000002
1347,1.0304000000000002
1348,1.0819200000000002
1349,1.0819200000000002
1350,1.0304000000000002
1351,1.0304000000000002
1352,1.0304000000000002
1353,1.0304000000000002
1354,1.0304000000000002
1355,1.0304000000000002
1356,1.0304000000000002
1357,1.0304000000000002
1358,1.0304000000000002
1359,1.0304000000000002
1360,1.0304000000000002
1361,1.0304000000000002
1362,1.0304000000000002
1363,0.9788800000000002
1364,0.9788800000000002
1365,0.9788800000000002
1366,0.9788800000000002
1367,0.9788800000000002
1368,0.9788800000000002
1369,0.9788800000000002
1370,0.9788800000000002
1371,0.9788800000000002
