,Weekday - Level 2 - Diversified (75th percentile) of 100 EVs
174,0.20607999999999999
175,0.20607999999999999
176,0.20607999999999999
177,0.20607999999999999
178,0.20607999999999999
179,0.20607999999999999
180,0.20607999999999999
181,0.20607999999999999
182,0.20607999999999999
183,0.20607999999999999
184,0.20607999999999999
185,0.20607999999999999
186,0.20607999999999999
187,0.20607999999999999
188,0.20607999999999999
189,0.20607999999999999
190,0.20607999999999999
191,0.20607999999999999
192,0.20607999999999999
193,0.20607999999999999
194,0.20607999999999999
195,0.20607999999999999
196,0.20607999999999999
197,0.20607999999999999
198,0.20607999999999999
199,0.20607999999999999
200,0.20607999999999999
201,0.20607999999999999
202,0.20607999999999999
203,0.20607999999999999
204,0.20607999999999999
205,0.20607999999999999
206,0.20607999999999999
207,0.20607999999999999
208,0.16743999999999998
209,0.16743999999999998
210,0.16743999999999998
211,0.16743999999999998
212,0.15456
213,0.15456
214,0.15456
215,0.15456
216,0.15456
217,0.15456
218,0.15456
219,0.15456
220,0.15456
221,0.15456
222,0.15456
223,0.15456
224,0.15456
225,0.15456
226,0.15456
227,0.15456
228,0.15456
229,0.15456
230,0.15456
231,0.15456
232,0.15456
233,0.15456
234,0.15456
235,0.15456
236,0.15456
237,0.10303999999999999
238,0.10303999999999999
239,0.10303999999999999
240,0.10303999999999999
241,0.10303999999999999
242,0.10303999999999999
243,0.10303999999999999
244,0.10303999999999999
245,0.10303999999999999
246,0.10303999999999999
247,0.10303999999999999
248,0.10303999999999999
249,0.10303999999999999
250,0.10303999999999999
251,0.10303999999999999
252,0.10303999999999999
253,0.10303999999999999
254,0.10303999999999999
255,0.10303999999999999
256,0.10303999999999999
257,0.10303999999999999
258,0.10303999999999999
259,0.10303999999999999
260,0.10303999999999999
261,0.10303999999999999
262,0.10303999999999999
263,0.10303999999999999
264,0.10303999999999999
265,0.10303999999999999
266,0.10303999999999999
267,0.10303999999999999
268,0.10303999999999999
269,0.10303999999999999
270,0.10303999999999999
271,0.10303999999999999
272,0.10303999999999999
273,0.10303999999999999
274,0.10303999999999999
275,0.10303999999999999
276,0.10303999999999999
277,0.10303999999999999
278,0.10303999999999999
279,0.10303999999999999
280,0.06439999999999999
281,0.051519999999999996
282,0.051519999999999996
283,0.051519999999999996
284,0.051519999999999996
285,0.051519999999999996
286,0.051519999999999996
287,0.051519999999999996
288,0.051519999999999996
289,0.051519999999999996
290,0.051519999999999996
291,0.051519999999999996
292,0.051519999999999996
293,0.051519999999999996
294,0.051519999999999996
295,0.051519999999999996
296,0.051519999999999996
297,0.051519999999999996
298,0.051519999999999996
299,0.051519999999999996
300,0.051519999999999996
301,0.051519999999999996
302,0.051519999999999996
303,0.051519999999999996
304,0.051519999999999996
305,0.051519999999999996
306,0.051519999999999996
307,0.051519999999999996
308,0.051519999999999996
309,0.051519999999999996
310,0.051519999999999996
311,0.051519999999999996
312,0.051519999999999996
313,0.051519999999999996
314,0.051519999999999996
315,0.051519999999999996
316,0.051519999999999996
317,0.051519999999999996
318,0.051519999999999996
319,0.051519999999999996
320,0.051519999999999996
321,0.051519999999999996
322,0.051519999999999996
323,0.051519999999999996
324,0.051519999999999996
325,0.051519999999999996
326,0.051519999999999996
327,0.051519999999999996
328,0.051519999999999996
329,0.051519999999999996
330,0.051519999999999996
331,0.051519999999999996
332,0.051519999999999996
333,0.051519999999999996
334,0.051519999999999996
335,0.051519999999999996
336,0.051519999999999996
337,0.051519999999999996
338,0.051519999999999996
339,0.051519999999999996
340,0.051519999999999996
341,0.051519999999999996
342,0.051519999999999996
343,0.051519999999999996
344,0.051519999999999996
345,0.051519999999999996
346,0.051519999999999996
347,0.051519999999999996
348,0.051519999999999996
349,0.051519999999999996
350,0.051519999999999996
351,0.051519999999999996
352,0.051519999999999996
353,0.051519999999999996
354,0.051519999999999996
355,0.051519999999999996
356,0.051519999999999996
357,0.051519999999999996
358,0.051519999999999996
359,0.051519999999999996
360,0.051519999999999996
361,0.051519999999999996
362,0.051519999999999996
363,0.051519999999999996
364,0.051519999999999996
365,0.051519999999999996
366,0.051519999999999996
367,0.051519999999999996
368,0.051519999999999996
369,0.051519999999999996
370,0.051519999999999996
371,0.051519999999999996
372,0.051519999999999996
373,0.051519999999999996
374,0.051519999999999996
375,0.051519999999999996
376,0.051519999999999996
377,0.051519999999999996
378,0.051519999999999996
379,0.051519999999999996
380,0.051519999999999996
381,0.051519999999999996
382,0.051519999999999996
383,0.051519999999999996
384,0.051519999999999996
385,0.051519999999999996
386,0.10303999999999999
387,0.10303999999999999
388,0.10303999999999999
389,0.10303999999999999
390,0.10303999999999999
391,0.10303999999999999
392,0.10303999999999999
393,0.10303999999999999
394,0.10303999999999999
395,0.10303999999999999
396,0.10303999999999999
397,0.10303999999999999
398,0.10303999999999999
399,0.10303999999999999
400,0.10303999999999999
401,0.06439999999999999
402,0.06439999999999999
403,0.06439999999999999
404,0.10303999999999999
405,0.10303999999999999
406,0.10303999999999999
407,0.10303999999999999
408,0.10303999999999999
409,0.10303999999999999
410,0.051519999999999996
411,0.051519999999999996
412,0.10303999999999999
413,0.10303999999999999
414,0.10303999999999999
415,0.10303999999999999
416,0.10303999999999999
417,0.10303999999999999
418,0.10303999999999999
419,0.10303999999999999
420,0.10303999999999999
421,0.10303999999999999
422,0.10303999999999999
423,0.10303999999999999
424,0.10303999999999999
425,0.10303999999999999
426,0.10303999999999999
427,0.10303999999999999
428,0.10303999999999999
429,0.10303999999999999
430,0.10303999999999999
431,0.10303999999999999
432,0.11592
433,0.11592
434,0.11592
435,0.15456
436,0.15456
437,0.15456
438,0.15456
439,0.15456
440,0.15456
441,0.15456
442,0.15456
443,0.15456
444,0.15456
445,0.15456
446,0.15456
447,0.15456
448,0.15456
449,0.15456
450,0.15456
451,0.15456
452,0.15456
453,0.15456
454,0.15456
455,0.20607999999999999
456,0.20607999999999999
457,0.20607999999999999
458,0.20607999999999999
459,0.20607999999999999
460,0.20607999999999999
461,0.20607999999999999
462,0.20607999999999999
463,0.20607999999999999
464,0.20607999999999999
465,0.20607999999999999
466,0.20607999999999999
467,0.20607999999999999
468,0.20607999999999999
469,0.20607999999999999
470,0.20607999999999999
471,0.20607999999999999
472,0.20607999999999999
473,0.20607999999999999
474,0.20607999999999999
475,0.20607999999999999
476,0.2576
477,0.2576
478,0.2576
479,0.2576
480,0.2576
481,0.2576
482,0.2576
483,0.2576
484,0.2576
485,0.2576
486,0.2576
487,0.2576
488,0.2576
489,0.2576
490,0.2576
491,0.2576
492,0.2576
493,0.2576
494,0.2576
495,0.2576
496,0.27048
497,0.27048
498,0.30912
499,0.30912
500,0.30912
501,0.30912
502,0.30912
503,0.30912
504,0.30912
505,0.30912
506,0.30912
507,0.30912
508,0.30912
509,0.30912
510,0.30912
511,0.30912
512,0.30912
513,0.30912
514,0.30912
515,0.30912
516,0.30912
517,0.36063999999999996
518,0.36063999999999996
519,0.36063999999999996
520,0.36063999999999996
521,0.36063999999999996
522,0.36063999999999996
523,0.36063999999999996
524,0.36063999999999996
525,0.36063999999999996
526,0.36063999999999996
527,0.36063999999999996
528,0.36063999999999996
529,0.36063999999999996
530,0.36063999999999996
531,0.36063999999999996
532,0.41215999999999997
533,0.36063999999999996
534,0.37351999999999996
535,0.36063999999999996
536,0.41215999999999997
537,0.41215999999999997
538,0.41215999999999997
539,0.41215999999999997
540,0.36063999999999996
541,0.41215999999999997
542,0.41215999999999997
543,0.41215999999999997
544,0.41215999999999997
545,0.41215999999999997
546,0.41215999999999997
547,0.41215999999999997
548,0.41215999999999997
549,0.41215999999999997
550,0.41215999999999997
551,0.41215999999999997
552,0.41215999999999997
553,0.41215999999999997
554,0.41215999999999997
555,0.41215999999999997
556,0.42504
557,0.46368000000000004
558,0.46368000000000004
559,0.46368000000000004
560,0.46368000000000004
561,0.46368000000000004
562,0.46368000000000004
563,0.46368000000000004
564,0.46368000000000004
565,0.46368000000000004
566,0.46368000000000004
567,0.46368000000000004
568,0.46368000000000004
569,0.46368000000000004
570,0.46368000000000004
571,0.5152
572,0.5152
573,0.5152
574,0.5152
575,0.5152
576,0.5152
577,0.5152
578,0.5152
579,0.5152
580,0.5152
581,0.5152
582,0.5152
583,0.5152
584,0.5152
585,0.5152
586,0.5152
587,0.5152
588,0.46368000000000004
589,0.46368000000000004
590,0.46368000000000004
591,0.46368000000000004
592,0.5152
593,0.5152
594,0.5152
595,0.5152
596,0.5152
597,0.5152
598,0.46368000000000004
599,0.46368000000000004
600,0.46368000000000004
601,0.46368000000000004
602,0.46368000000000004
603,0.46368000000000004
604,0.5152
605,0.47656
606,0.46368000000000004
607,0.46368000000000004
608,0.46368000000000004
609,0.46368000000000004
610,0.46368000000000004
611,0.46368000000000004
612,0.46368000000000004
613,0.46368000000000004
614,0.46368000000000004
615,0.46368000000000004
616,0.46368000000000004
617,0.46368000000000004
618,0.46368000000000004
619,0.46368000000000004
620,0.46368000000000004
621,0.46368000000000004
622,0.46368000000000004
623,0.46368000000000004
624,0.46368000000000004
625,0.47656
626,0.5152
627,0.5152
628,0.5152
629,0.5152
630,0.5152
631,0.46368000000000004
632,0.5152
633,0.47656
634,0.47656
635,0.47656
636,0.46368000000000004
637,0.46368000000000004
638,0.46368000000000004
639,0.5152
640,0.5152
641,0.5152
642,0.5152
643,0.5152
644,0.5152
645,0.47656
646,0.47656
647,0.47656
648,0.5152
649,0.5152
650,0.46368000000000004
651,0.46368000000000004
652,0.46368000000000004
653,0.47656
654,0.46368000000000004
655,0.46368000000000004
656,0.46368000000000004
657,0.46368000000000004
658,0.46368000000000004
659,0.46368000000000004
660,0.46368000000000004
661,0.47656
662,0.47656
663,0.47656
664,0.46368000000000004
665,0.46368000000000004
666,0.47656
667,0.5152
668,0.5152
669,0.47656
670,0.5152
671,0.5152
672,0.46368000000000004
673,0.46368000000000004
674,0.46368000000000004
675,0.46368000000000004
676,0.46368000000000004
677,0.46368000000000004
678,0.46368000000000004
679,0.46368000000000004
680,0.46368000000000004
681,0.5152
682,0.5152
683,0.47656
684,0.5152
685,0.5152
686,0.5152
687,0.5152
688,0.5152
689,0.5152
690,0.5152
691,0.5152
692,0.5152
693,0.56672
694,0.56672
695,0.56672
696,0.56672
697,0.56672
698,0.56672
699,0.56672
700,0.56672
701,0.5796
702,0.56672
703,0.56672
704,0.56672
705,0.56672
706,0.56672
707,0.56672
708,0.56672
709,0.56672
710,0.56672
711,0.56672
712,0.56672
713,0.56672
714,0.56672
715,0.56672
716,0.56672
717,0.56672
718,0.56672
719,0.56672
720,0.56672
721,0.56672
722,0.56672
723,0.56672
724,0.56672
725,0.56672
726,0.56672
727,0.56672
728,0.56672
729,0.56672
730,0.56672
731,0.56672
732,0.56672
733,0.56672
734,0.56672
735,0.56672
736,0.56672
737,0.56672
738,0.56672
739,0.56672
740,0.5796
741,0.5796
742,0.56672
743,0.56672
744,0.56672
745,0.5796
746,0.5796
747,0.5796
748,0.5796
749,0.56672
750,0.56672
751,0.56672
752,0.56672
753,0.56672
754,0.56672
755,0.56672
756,0.52808
757,0.52808
758,0.56672
759,0.5152
760,0.5152
761,0.52808
762,0.56672
763,0.56672
764,0.56672
765,0.56672
766,0.5796
767,0.61824
768,0.5796
769,0.5796
770,0.56672
771,0.56672
772,0.56672
773,0.56672
774,0.5796
775,0.5796
776,0.56672
777,0.61824
778,0.61824
779,0.61824
780,0.61824
781,0.61824
782,0.61824
783,0.61824
784,0.61824
785,0.61824
786,0.61824
787,0.61824
788,0.61824
789,0.61824
790,0.61824
791,0.61824
792,0.61824
793,0.61824
794,0.61824
795,0.61824
796,0.61824
797,0.61824
798,0.61824
799,0.61824
800,0.61824
801,0.61824
802,0.61824
803,0.61824
804,0.61824
805,0.61824
806,0.61824
807,0.61824
808,0.61824
809,0.61824
810,0.66976
811,0.66976
812,0.66976
813,0.66976
814,0.61824
815,0.61824
816,0.61824
817,0.61824
818,0.61824
819,0.61824
820,0.61824
821,0.61824
822,0.61824
823,0.61824
824,0.61824
825,0.61824
826,0.61824
827,0.61824
828,0.61824
829,0.61824
830,0.61824
831,0.61824
832,0.66976
833,0.66976
834,0.66976
835,0.66976
836,0.66976
837,0.66976
838,0.66976
839,0.66976
840,0.66976
841,0.66976
842,0.66976
843,0.66976
844,0.66976
845,0.66976
846,0.66976
847,0.61824
848,0.63112
849,0.66976
850,0.66976
851,0.66976
852,0.66976
853,0.66976
854,0.66976
855,0.66976
856,0.66976
857,0.66976
858,0.66976
859,0.66976
860,0.66976
861,0.66976
862,0.66976
863,0.66976
864,0.66976
865,0.66976
866,0.66976
867,0.66976
868,0.66976
869,0.66976
870,0.66976
871,0.66976
872,0.7212799999999999
873,0.7212799999999999
874,0.7212799999999999
875,0.7212799999999999
876,0.6826399999999999
877,0.6826399999999999
878,0.7212799999999999
879,0.6826399999999999
880,0.7212799999999999
881,0.7212799999999999
882,0.7212799999999999
883,0.66976
884,0.66976
885,0.7212799999999999
886,0.7212799999999999
887,0.7212799999999999
888,0.7212799999999999
889,0.7212799999999999
890,0.7212799999999999
891,0.7212799999999999
892,0.7212799999999999
893,0.7212799999999999
894,0.7212799999999999
895,0.7212799999999999
896,0.7212799999999999
897,0.7212799999999999
898,0.7212799999999999
899,0.7212799999999999
900,0.66976
901,0.66976
902,0.66976
903,0.66976
904,0.66976
905,0.66976
906,0.66976
907,0.66976
908,0.66976
909,0.66976
910,0.66976
911,0.66976
912,0.66976
913,0.66976
914,0.66976
915,0.66976
916,0.66976
917,0.6826399999999999
918,0.66976
919,0.7212799999999999
920,0.7212799999999999
921,0.7212799999999999
922,0.7212799999999999
923,0.7212799999999999
924,0.7212799999999999
925,0.7212799999999999
926,0.7212799999999999
927,0.7212799999999999
928,0.7212799999999999
929,0.7212799999999999
930,0.7212799999999999
931,0.7341599999999999
932,0.7728
933,0.7728
934,0.7728
935,0.7728
936,0.7728
937,0.7728
938,0.7728
939,0.7728
940,0.7728
941,0.7728
942,0.7728
943,0.7856799999999999
944,0.7856799999999999
945,0.7728
946,0.7728
947,0.7856799999999999
948,0.7728
949,0.7728
950,0.7728
951,0.7728
952,0.7728
953,0.7728
954,0.7341599999999999
955,0.7728
956,0.7728
957,0.7728
958,0.7728
959,0.7728
960,0.7728
961,0.7728
962,0.7728
963,0.7728
964,0.7728
965,0.7728
966,0.7728
967,0.7728
968,0.7728
969,0.7728
970,0.7728
971,0.7728
972,0.7728
973,0.7728
974,0.7728
975,0.8243199999999999
976,0.8243199999999999
977,0.8243199999999999
978,0.7728
979,0.8243199999999999
980,0.8243199999999999
981,0.8243199999999999
982,0.8243199999999999
983,0.8243199999999999
984,0.8243199999999999
985,0.8243199999999999
986,0.8243199999999999
987,0.8243199999999999
988,0.8243199999999999
989,0.8243199999999999
990,0.8243199999999999
991,0.8243199999999999
992,0.8243199999999999
993,0.8243199999999999
994,0.8243199999999999
995,0.8243199999999999
996,0.8243199999999999
997,0.8243199999999999
998,0.8243199999999999
999,0.8243199999999999
1000,0.8243199999999999
1001,0.8243199999999999
1002,0.8243199999999999
1003,0.8243199999999999
1004,0.8243199999999999
1005,0.8243199999999999
1006,0.8243199999999999
1007,0.8243199999999999
1008,0.8243199999999999
1009,0.87584
1010,0.87584
1011,0.87584
1012,0.87584
1013,0.87584
1014,0.87584
1015,0.87584
1016,0.87584
1017,0.87584
1018,0.87584
1019,0.87584
1020,0.88872
1021,0.9273600000000001
1022,0.9273600000000001
1023,0.9273600000000001
1024,0.9273600000000001
1025,0.9273600000000001
1026,0.9273600000000001
1027,0.9273600000000001
1028,0.9273600000000001
1029,0.9788800000000002
1030,0.9788800000000002
1031,1.0304000000000002
1032,1.0304000000000002
1033,0.9917600000000002
1034,0.9917600000000002
1035,1.0304000000000002
1036,1.0304000000000002
1037,1.0304000000000002
1038,1.0819200000000002
1039,1.0819200000000002
1040,1.0819200000000002
1041,1.0819200000000002
1042,1.0819200000000002
1043,1.0819200000000002
1044,1.0819200000000002
1045,1.0819200000000002
1046,1.0819200000000002
1047,1.0819200000000002
1048,1.0819200000000002
1049,1.0819200000000002
1050,1.1334400000000004
1051,1.1334400000000004
1052,1.1334400000000004
1053,1.0819200000000002
1054,1.1334400000000004
1055,1.1334400000000004
1056,1.1849600000000007
1057,1.1849600000000007
1058,1.1849600000000007
1059,1.1849600000000007
1060,1.1849600000000007
1061,1.1849600000000007
1062,1.2364800000000007
1063,1.2364800000000007
1064,1.2364800000000007
1065,1.2364800000000007
1066,1.2364800000000007
1067,1.2364800000000007
1068,1.2364800000000007
1069,1.2493600000000007
1070,1.2880000000000007
1071,1.2880000000000007
1072,1.2880000000000007
1073,1.2880000000000007
1074,1.2880000000000007
1075,1.2880000000000007
1076,1.2880000000000007
1077,1.2880000000000007
1078,1.2880000000000007
1079,1.2880000000000007
1080,1.2880000000000007
1081,1.3008800000000007
1082,1.3008800000000007
1083,1.2880000000000007
1084,1.2880000000000007
1085,1.3008800000000007
1086,1.339520000000001
1087,1.339520000000001
1088,1.339520000000001
1089,1.339520000000001
1090,1.339520000000001
1091,1.339520000000001
1092,1.339520000000001
1093,1.339520000000001
1094,1.339520000000001
1095,1.339520000000001
1096,1.339520000000001
1097,1.339520000000001
1098,1.391040000000001
1099,1.391040000000001
1100,1.391040000000001
1101,1.391040000000001
1102,1.391040000000001
1103,1.391040000000001
1104,1.391040000000001
1105,1.391040000000001
1106,1.391040000000001
1107,1.403920000000001
1108,1.403920000000001
1109,1.403920000000001
1110,1.4425600000000012
1111,1.4425600000000012
1112,1.4425600000000012
1113,1.4425600000000012
1114,1.4425600000000012
1115,1.4425600000000012
1116,1.4425600000000012
1117,1.4425600000000012
1118,1.4425600000000012
1119,1.4425600000000012
1120,1.4425600000000012
1121,1.494080000000001
1122,1.494080000000001
1123,1.494080000000001
1124,1.494080000000001
1125,1.494080000000001
1126,1.494080000000001
1127,1.494080000000001
1128,1.494080000000001
1129,1.494080000000001
1130,1.494080000000001
1131,1.494080000000001
1132,1.5456000000000012
1133,1.506960000000001
1134,1.506960000000001
1135,1.5456000000000012
1136,1.5456000000000012
1137,1.5456000000000012
1138,1.5456000000000012
1139,1.5456000000000012
1140,1.5456000000000012
1141,1.5456000000000012
1142,1.5456000000000012
1143,1.5971200000000012
1144,1.5971200000000012
1145,1.5971200000000012
1146,1.5971200000000012
1147,1.5971200000000012
1148,1.5971200000000012
1149,1.5971200000000012
1150,1.5971200000000012
1151,1.5971200000000012
1152,1.5971200000000012
1153,1.5971200000000012
1154,1.5971200000000012
1155,1.5971200000000012
1156,1.5584800000000012
1157,1.5971200000000012
1158,1.5971200000000012
1159,1.5971200000000012
1160,1.5971200000000012
1161,1.5971200000000012
1162,1.5971200000000012
1163,1.5456000000000012
1164,1.5456000000000012
1165,1.5456000000000012
1166,1.5456000000000012
1167,1.5456000000000012
1168,1.5971200000000012
1169,1.5971200000000012
1170,1.5971200000000012
1171,1.5971200000000012
1172,1.5971200000000012
1173,1.5456000000000012
1174,1.5971200000000012
1175,1.5971200000000012
1176,1.5971200000000012
1177,1.5971200000000012
1178,1.5971200000000012
1179,1.5971200000000012
1180,1.6100000000000012
1181,1.5971200000000012
1182,1.5971200000000012
1183,1.5584800000000012
1184,1.5971200000000012
1185,1.5971200000000012
1186,1.5971200000000012
1187,1.5971200000000012
1188,1.5971200000000012
1189,1.5971200000000012
1190,1.5971200000000012
1191,1.5971200000000012
1192,1.5971200000000012
1193,1.5971200000000012
1194,1.5971200000000012
1195,1.5971200000000012
1196,1.5971200000000012
1197,1.5971200000000012
1198,1.5971200000000012
1199,1.5971200000000012
1200,1.5971200000000012
1201,1.5971200000000012
1202,1.5971200000000012
1203,1.5971200000000012
1204,1.6486400000000014
1205,1.6486400000000014
1206,1.6100000000000012
1207,1.5971200000000012
1208,1.5971200000000012
1209,1.5971200000000012
1210,1.5971200000000012
1211,1.5971200000000012
1212,1.5971200000000012
1213,1.5971200000000012
1214,1.5971200000000012
1215,1.5971200000000012
1216,1.6486400000000014
1217,1.5971200000000012
1218,1.6486400000000014
1219,1.5971200000000012
1220,1.6100000000000012
1221,1.6486400000000014
1222,1.6486400000000014
1223,1.6486400000000014
1224,1.6486400000000014
1225,1.6486400000000014
1226,1.6100000000000012
1227,1.5971200000000012
1228,1.5971200000000012
1229,1.5971200000000012
1230,1.5971200000000012
1231,1.5971200000000012
1232,1.5971200000000012
1233,1.5971200000000012
1234,1.5971200000000012
1235,1.5971200000000012
1236,1.5971200000000012
1237,1.5971200000000012
1238,1.5971200000000012
1239,1.5971200000000012
1240,1.5971200000000012
1241,1.5971200000000012
1242,1.5971200000000012
1243,1.5971200000000012
1244,1.5971200000000012
1245,1.5584800000000012
1246,1.5971200000000012
1247,1.5971200000000012
1248,1.5971200000000012
1249,1.5971200000000012
1250,1.5971200000000012
1251,1.5971200000000012
1252,1.5971200000000012
1253,1.5971200000000012
1254,1.5971200000000012
1255,1.5971200000000012
1256,1.6486400000000014
1257,1.6486400000000014
1258,1.6486400000000014
1259,1.6486400000000014
1260,1.6486400000000014
1261,1.5971200000000012
1262,1.5971200000000012
1263,1.5971200000000012
1264,1.5456000000000012
1265,1.5971200000000012
1266,1.5971200000000012
1267,1.5971200000000012
1268,1.5971200000000012
1269,1.5971200000000012
1270,1.5971200000000012
1271,1.5971200000000012
1272,1.6100000000000012
1273,1.6486400000000014
1274,1.6486400000000014
1275,1.6486400000000014
1276,1.6486400000000014
1277,1.6486400000000014
1278,1.7001600000000014
1279,1.7001600000000014
1280,1.7001600000000014
1281,1.7001600000000014
1282,1.7001600000000014
1283,1.6486400000000014
1284,1.6486400000000014
1285,1.6486400000000014
1286,1.6486400000000014
1287,1.6486400000000014
1288,1.5971200000000012
1289,1.6486400000000014
1290,1.6486400000000014
1291,1.6486400000000014
1292,1.6486400000000014
1293,1.6486400000000014
1294,1.6100000000000012
1295,1.6486400000000014
1296,1.5971200000000012
1297,1.5971200000000012
1298,1.5971200000000012
1299,1.5971200000000012
1300,1.5971200000000012
1301,1.5971200000000012
1302,1.5971200000000012
1303,1.5584800000000012
1304,1.5971200000000012
1305,1.5971200000000012
1306,1.5456000000000012
1307,1.5584800000000012
1308,1.5971200000000012
1309,1.5456000000000012
1310,1.5971200000000012
1311,1.5456000000000012
1312,1.5456000000000012
1313,1.5456000000000012
1314,1.5456000000000012
1315,1.506960000000001
1316,1.506960000000001
1317,1.494080000000001
1318,1.494080000000001
1319,1.494080000000001
1320,1.494080000000001
1321,1.4425600000000012
1322,1.494080000000001
1323,1.494080000000001
1324,1.494080000000001
1325,1.4425600000000012
1326,1.4425600000000012
1327,1.4425600000000012
1328,1.4425600000000012
1329,1.4425600000000012
1330,1.4425600000000012
1331,1.4425600000000012
1332,1.4425600000000012
1333,1.391040000000001
1334,1.391040000000001
1335,1.391040000000001
1336,1.391040000000001
1337,1.391040000000001
1338,1.391040000000001
1339,1.403920000000001
1340,1.4425600000000012
1341,1.4425600000000012
1342,1.4425600000000012
1343,1.403920000000001
1344,1.391040000000001
1345,1.403920000000001
1346,1.403920000000001
1347,1.4425600000000012
1348,1.4425600000000012
1349,1.4425600000000012
1350,1.4425600000000012
1351,1.4425600000000012
1352,1.4425600000000012
1353,1.4425600000000012
1354,1.4425600000000012
1355,1.4425600000000012
1356,1.4425600000000012
1357,1.403920000000001
1358,1.4425600000000012
1359,1.391040000000001
1360,1.391040000000001
1361,1.403920000000001
1362,1.403920000000001
1363,1.403920000000001
1364,1.391040000000001
1365,1.391040000000001
1366,1.391040000000001
1367,1.391040000000001
1368,1.391040000000001
1369,1.391040000000001
1370,1.403920000000001
1371,1.391040000000001
1372,1.391040000000001
1373,1.391040000000001
1374,1.391040000000001
1375,1.391040000000001
1376,1.391040000000001
1377,1.352400000000001
1378,1.391040000000001
1379,1.339520000000001
1380,1.339520000000001
1381,1.339520000000001
1382,1.339520000000001
1383,1.339520000000001
1384,1.3008800000000007
1385,1.339520000000001
1386,1.3008800000000007
1387,1.339520000000001
1388,1.339520000000001
1389,1.339520000000001
1390,1.339520000000001
1391,1.339520000000001
1392,1.3008800000000007
1393,1.339520000000001
1394,1.2880000000000007
1395,1.2880000000000007
1396,1.2880000000000007
1397,1.2364800000000007
1398,1.2364800000000007
1399,1.2364800000000007
1400,1.2364800000000007
1401,1.2364800000000007
1402,1.2364800000000007
1403,1.2364800000000007
1404,1.2364800000000007
1405,1.2364800000000007
1406,1.2364800000000007
1407,1.2364800000000007
1408,1.2364800000000007
1409,1.2364800000000007
1410,1.2364800000000007
1411,1.2364800000000007
1412,1.1849600000000007
1413,1.1849600000000007
1414,1.1849600000000007
1415,1.1849600000000007
1416,1.1849600000000007
1417,1.1849600000000007
1418,1.1849600000000007
